"","interval_start","interval_end","location","mean_temp","sd_temp","n_obs"
"56",2024-09-20 02:00:00,2024-09-20 04:30:00,"Outside",11.6270087890625,0.50079999870834,30
"57",2024-09-20 04:30:00,2024-09-20 07:00:00,"Outside",12.3054456380208,0.366860510555467,30
"58",2024-09-20 07:00:00,2024-09-20 09:30:00,"Outside",13.1778232421875,0.329658797857134,30
"59",2024-09-20 09:30:00,2024-09-20 12:00:00,"Outside",14.5682034505208,0.457497209666471,30
"60",2024-09-20 12:00:00,2024-09-20 14:30:00,"Outside",16.9906321614583,0.998381259346201,30
"61",2024-09-20 14:30:00,2024-09-20 17:00:00,"Outside",18.4161624348958,0.455150038596981,30
"62",2024-09-20 17:00:00,2024-09-20 19:30:00,"Outside",17.0071344401042,0.892582702779475,30
"63",2024-09-20 19:30:00,2024-09-20 22:00:00,"Outside",14.303337890625,0.395206672431101,30
"64",2024-09-20 22:00:00,2024-09-21 00:30:00,"Outside",13.621328125,0.30717302273085,30
"65",2024-09-21 00:30:00,2024-09-21 03:00:00,"Outside",12.6951669921875,0.246087696378569,30
"66",2024-09-21 03:00:00,2024-09-21 05:30:00,"Outside",12.3535221354167,0.183090335246263,30
"67",2024-09-21 05:30:00,2024-09-21 08:00:00,"Outside",12.1167877604167,0.188472914774906,30
"68",2024-09-21 08:00:00,2024-09-21 10:30:00,"Outside",13.6868128255208,0.888758760474988,30
"69",2024-09-21 10:30:00,2024-09-21 13:00:00,"Outside",16.51934375,0.718915464870368,30
"70",2024-09-21 13:00:00,2024-09-21 15:30:00,"Outside",18.9047652994792,0.797401062344823,30
"71",2024-09-21 15:30:00,2024-09-21 18:00:00,"Outside",18.50301953125,0.763206143973945,30
"72",2024-09-21 18:00:00,2024-09-21 20:30:00,"Outside",15.6059173177083,1.01412290779265,30
"73",2024-09-21 20:30:00,2024-09-21 23:00:00,"Outside",13.2122259114583,0.61293038521481,30
"74",2024-09-21 23:00:00,2024-09-22 01:30:00,"Outside",11.4744908854167,0.591564948242907,30
"75",2024-09-22 01:30:00,2024-09-22 04:00:00,"Outside",11.123349609375,0.358546066372855,30
"76",2024-09-22 04:00:00,2024-09-22 06:30:00,"Outside",11.1154231770833,0.390529407638866,30
"77",2024-09-22 06:30:00,2024-09-22 09:00:00,"Outside",10.66894140625,0.869154879031521,30
"78",2024-09-22 09:00:00,2024-09-22 11:30:00,"Outside",16.242658203125,2.13152905460689,30
"79",2024-09-22 11:30:00,2024-09-22 14:00:00,"Outside",17.7938365885417,0.741766635612568,30
"80",2024-09-22 14:00:00,2024-09-22 16:30:00,"Outside",18.7614880371094,0.465318128163281,8
