"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr"
15,34.7120482876667,7,25.150974784,2024-09-19 03:08:07.999,0.625,"5.7","High acid",-9.56107350366667
15,34.7120482876667,8,53.951099127,2024-09-19 03:16:06.838,0.625,"Mp","Machine plot",19.2390508393333
15,34.7120482876667,10,48.454371093,2024-09-19 03:32:06.282,0.625,"1.5","Low acid",13.7423228053333
15,34.7120482876667,11,41.159211359,2024-09-19 03:40:05.941,0.625,"2.9","Medium acid",6.44716307133333
15,34.7120482876667,12,55.317611026,2024-09-19 03:48:06.296,0.625,"Mp","Machine plot",20.6055627383333
15,34.7120482876667,13,45.462754534,2024-09-19 03:56:05.753,0.625,"5.7","High acid",10.7507062463333
15,34.7120482876667,14,47.561921841,2024-09-19 04:04:05.256,0.625,"0-bp","No acid",12.8498735533333
15,34.7120482876667,15,44.698578982,2024-09-19 04:12:05.648,0.625,"1.5","Low acid",9.98653069433333
15,34.7120482876667,17,48.066339639,2024-09-19 04:28:04.657,0.625,"2.9","Medium acid",13.3542913513333
15,34.7120482876667,18,59.712381494,2024-09-19 04:36:04.197,0.625,"Mp","Machine plot",25.0003332063333
15,34.7120482876667,19,43.429522757,2024-09-19 04:44:04.484,0.625,"5.7","High acid",8.71747446933333
18,35.077111938,1,53.200387509,2024-09-19 04:52:03.881,0.75,"Mp","Machine plot",18.123275571
18,35.077111938,2,30.412298948,2024-09-19 05:00:03.703,0.75,"0-bp","No acid",-4.66481299
18,35.077111938,3,33.503576565,2024-09-19 05:08:03.5,0.75,"1.5","Low acid",-1.573535373
18,35.077111938,4,25.475301287,2024-09-19 05:16:03.107,0.75,"2.9","Medium acid",-9.601810651
18,35.077111938,6,38.180637871,2024-09-19 05:32:01.539,0.75,"0-bp","No acid",3.103525933
18,35.077111938,7,25.424521694,2024-09-19 05:40:03.086,0.75,"5.7","High acid",-9.652590244
18,35.077111938,8,47.146170747,2024-09-19 05:48:02.872,0.75,"Mp","Machine plot",12.069058809
18,35.077111938,10,49.180481998,2024-09-19 06:04:01.203,0.75,"1.5","Low acid",14.10337006
18,35.077111938,11,43.109362275,2024-09-19 06:12:01.466,0.75,"2.9","Medium acid",8.032250337
18,35.077111938,12,55.781652111,2024-09-19 06:20:00.036,0.75,"Mp","Machine plot",20.704540173
18,35.077111938,13,49.02866743,2024-09-19 06:28:01.332,0.75,"5.7","High acid",13.951555492
18,35.077111938,14,50.842640285,2024-09-19 06:36:00.845,0.75,"0-bp","No acid",15.765528347
18,35.077111938,15,49.613913292,2024-09-19 06:44:00.18,0.75,"1.5","Low acid",14.536801354
18,35.077111938,17,54.190195523,2024-09-19 06:59:59.259,0.75,"2.9","Medium acid",19.113083585
18,35.077111938,18,64.675428684,2024-09-19 07:07:59.694,0.75,"Mp","Machine plot",29.598316746
18,35.077111938,19,50.832947711,2024-09-19 07:16:00.032,0.75,"5.7","High acid",15.755835773
20,63.673471939,1,59.555485732,2024-09-19 07:23:58.552,0.833333333333333,"Mp","Machine plot",-4.117986207
20,63.673471939,2,37.7492156,2024-09-19 07:31:59.046,0.833333333333333,"0-bp","No acid",-25.924256339
20,63.673471939,3,42.484546369,2024-09-19 07:39:58.842,0.833333333333333,"1.5","Low acid",-21.18892557
20,63.673471939,4,35.761163935,2024-09-19 07:47:58.345,0.833333333333333,"2.9","Medium acid",-27.912308004
20,63.673471939,6,60.252446317,2024-09-19 08:03:58.299,0.833333333333333,"0-bp","No acid",-3.421025622
20,63.673471939,7,47.75127394,2024-09-19 08:11:57.891,0.833333333333333,"5.7","High acid",-15.922197999
20,63.673471939,8,105.09613786,2024-09-19 08:19:57.638,0.833333333333333,"Mp","Machine plot",41.422665921
20,63.673471939,10,98.720917321,2024-09-19 08:35:56.858,0.833333333333333,"1.5","Low acid",35.047445382
20,63.673471939,11,83.34607858,2024-09-19 08:43:56.275,0.833333333333333,"2.9","Medium acid",19.672606641
20,63.673471939,12,146.64829899,2024-09-19 08:51:56.601,0.833333333333333,"Mp","Machine plot",82.974827051
20,63.673471939,13,109.50100202,2024-09-19 08:59:56.006,0.833333333333333,"5.7","High acid",45.827530081
20,63.673471939,14,126.69738651,2024-09-19 09:07:55.295,0.833333333333333,"0-bp","No acid",63.023914571
20,63.673471939,15,117.68611779,2024-09-19 09:15:55.469,0.833333333333333,"1.5","Low acid",54.012645851
20,63.673471939,17,123.66536964,2024-09-19 09:31:55.773,0.833333333333333,"2.9","Medium acid",59.991897701
20,63.673471939,18,156.1843132,2024-09-19 09:39:55.007,0.833333333333333,"Mp","Machine plot",92.510841261
20,63.673471939,19,118.99873268,2024-09-19 09:47:55.232,0.833333333333333,"5.7","High acid",55.325260741
23,100.360761508333,1,150.89321339,2024-09-19 09:55:54.671,0.958333333333333,"Mp","Machine plot",50.5324518816667
23,100.360761508333,2,106.80360952,2024-09-19 10:03:54.648,0.958333333333333,"0-bp","No acid",6.44284801166667
23,100.360761508333,3,101.29543044,2024-09-19 10:11:54.586,0.958333333333333,"1.5","Low acid",0.934668931666678
23,100.360761508333,4,94.639609208,2024-09-19 10:19:54.812,0.958333333333333,"2.9","Medium acid",-5.72115230033333
23,100.360761508333,6,98.456289778,2024-09-19 10:35:54.658,0.958333333333333,"0-bp","No acid",-1.90447173033333
23,100.360761508333,7,102.33440468,2024-09-19 10:43:54.213,0.958333333333333,"5.7","High acid",1.97364317166668
23,100.360761508333,8,181.63419567,2024-09-19 10:51:54.566,0.958333333333333,"Mp","Machine plot",81.2734341616667
23,100.360761508333,10,146.05110817,2024-09-19 11:07:53.888,0.958333333333333,"1.5","Low acid",45.6903466616667
23,100.360761508333,11,135.1597188,2024-09-19 11:15:52.344,0.958333333333333,"2.9","Medium acid",34.7989572916667
23,100.360761508333,12,187.59245168,2024-09-19 11:23:53.528,0.958333333333333,"Mp","Machine plot",87.2316901716667
23,100.360761508333,13,164.33452556,2024-09-19 11:31:52.111,0.958333333333333,"5.7","High acid",63.9737640516667
23,100.360761508333,14,155.47942757,2024-09-19 11:39:52.64,0.958333333333333,"0-bp","No acid",55.1186660616667
23,100.360761508333,15,174.37525639,2024-09-19 11:47:52.151,0.958333333333333,"1.5","Low acid",74.0144948816667
23,100.360761508333,17,173.55155916,2024-09-19 12:03:51.851,0.958333333333333,"2.9","Medium acid",73.1907976516667
23,100.360761508333,18,224.40898325,2024-09-19 12:11:52.138,0.958333333333333,"Mp","Machine plot",124.048221741667
23,100.360761508333,19,163.0992442,2024-09-19 12:19:52.578,0.958333333333333,"5.7","High acid",62.7384826916667
25,115.501356475667,1,183.75746992,2024-09-19 12:27:51.326,1.04166666666667,"Mp","Machine plot",68.2561134443333
25,115.501356475667,2,109.3796079,2024-09-19 12:35:52.069,1.04166666666667,"0-bp","No acid",-6.12174857566667
25,115.501356475667,3,112.33116172,2024-09-19 12:43:50.977,1.04166666666667,"1.5","Low acid",-3.17019475566667
25,115.501356475667,4,103.00829973,2024-09-19 12:51:51.364,1.04166666666667,"2.9","Medium acid",-12.4930567456667
25,115.501356475667,6,97.144623491,2024-09-19 13:07:51.408,1.04166666666667,"0-bp","No acid",-18.3567329846667
25,115.501356475667,7,99.621763889,2024-09-19 13:15:51.02,1.04166666666667,"5.7","High acid",-15.8795925866667
25,115.501356475667,8,215.3755314,2024-09-19 13:23:50.612,1.04166666666667,"Mp","Machine plot",99.8741749243333
25,115.501356475667,10,180.46460781,2024-09-19 13:39:49.779,1.04166666666667,"1.5","Low acid",64.9632513343333
25,115.501356475667,11,171.1673689,2024-09-19 13:47:49.996,1.04166666666667,"2.9","Medium acid",55.6660124243333
25,115.501356475667,12,232.68373602,2024-09-19 13:55:50.22,1.04166666666667,"Mp","Machine plot",117.182379544333
25,115.501356475667,13,190.73822979,2024-09-19 14:03:50.384,1.04166666666667,"5.7","High acid",75.2368733143333
25,115.501356475667,14,173.3495582,2024-09-19 14:11:50.671,1.04166666666667,"0-bp","No acid",57.8482017243333
25,115.501356475667,15,183.73818003,2024-09-19 14:19:49.934,1.04166666666667,"1.5","Low acid",68.2368235543333
25,115.501356475667,17,182.30278995,2024-09-19 14:35:49.368,1.04166666666667,"2.9","Medium acid",66.8014334743333
25,115.501356475667,18,231.42527779,2024-09-19 14:43:49.448,1.04166666666667,"Mp","Machine plot",115.923921314333
25,115.501356475667,19,163.11302658,2024-09-19 14:51:49.552,1.04166666666667,"5.7","High acid",47.6116701043333
28,76.76750531,1,182.42395513,2024-09-19 14:59:49.091,1.16666666666667,"Mp","Machine plot",105.65644982
28,76.76750531,2,86.381074553,2024-09-19 15:07:48.805,1.16666666666667,"0-bp","No acid",9.613569243
28,76.76750531,3,91.719504457,2024-09-19 15:15:49.338,1.16666666666667,"1.5","Low acid",14.951999147
28,76.76750531,4,78.404991844,2024-09-19 15:23:48.576,1.16666666666667,"2.9","Medium acid",1.63748653399999
28,76.76750531,6,74.758192403,2024-09-19 15:39:48.368,1.16666666666667,"0-bp","No acid",-2.00931290700001
28,76.76750531,7,83.613402499,2024-09-19 15:47:48.714,1.16666666666667,"5.7","High acid",6.845897189
28,76.76750531,8,191.58438361,2024-09-19 15:55:48.177,1.16666666666667,"Mp","Machine plot",114.8168783
28,76.76750531,10,148.96871503,2024-09-19 16:11:48.036,1.16666666666667,"1.5","Low acid",72.20120972
28,76.76750531,11,123.70534529,2024-09-19 16:19:48.282,1.16666666666667,"2.9","Medium acid",46.93783998
28,76.76750531,12,174.41864757,2024-09-19 16:27:47.539,1.16666666666667,"Mp","Machine plot",97.65114226
28,76.76750531,13,129.20543587,2024-09-19 16:35:46.828,1.16666666666667,"5.7","High acid",52.43793056
28,76.76750531,14,117.21458259,2024-09-19 16:43:47.917,1.16666666666667,"0-bp","No acid",40.44707728
28,76.76750531,15,119.99901949,2024-09-19 16:51:47.145,1.16666666666667,"1.5","Low acid",43.23151418
28,76.76750531,17,118.61755128,2024-09-19 17:07:45.69,1.16666666666667,"2.9","Medium acid",41.85004597
28,76.76750531,18,137.90935091,2024-09-19 17:15:45.904,1.16666666666667,"Mp","Machine plot",61.1418456
28,76.76750531,19,98.87502596,2024-09-19 17:23:46.125,1.16666666666667,"5.7","High acid",22.10752065
30,44.5233549126667,1,98.454139622,2024-09-19 17:31:45.686,1.25,"Mp","Machine plot",53.9307847093333
30,44.5233549126667,2,47.391409047,2024-09-19 17:39:45.45,1.25,"0-bp","No acid",2.86805413433333
30,44.5233549126667,3,49.801468213,2024-09-19 17:47:45.134,1.25,"1.5","Low acid",5.27811330033333
30,44.5233549126667,4,40.360084607,2024-09-19 17:55:45.43,1.25,"2.9","Medium acid",-4.16327030566667
30,44.5233549126667,6,42.809142888,2024-09-19 18:11:44.351,1.25,"0-bp","No acid",-1.71421202466667
30,44.5233549126667,7,35.949841003,2024-09-19 18:19:43.946,1.25,"5.7","High acid",-8.57351390966667
30,44.5233549126667,8,74.845981562,2024-09-19 18:27:43.503,1.25,"Mp","Machine plot",30.3226266493333
30,44.5233549126667,10,70.948567219,2024-09-19 18:43:43.421,1.25,"1.5","Low acid",26.4252123063333
30,44.5233549126667,11,61.138053648,2024-09-19 18:51:42.769,1.25,"2.9","Medium acid",16.6146987353333
30,44.5233549126667,12,77.670627799,2024-09-19 18:59:42.095,1.25,"Mp","Machine plot",33.1472728863333
30,44.5233549126667,13,65.612856043,2024-09-19 19:07:41.381,1.25,"5.7","High acid",21.0895011303333
30,44.5233549126667,14,62.729509264,2024-09-19 19:15:42.506,1.25,"0-bp","No acid",18.2061543513333
30,44.5233549126667,15,64.078232416,2024-09-19 19:23:40.96,1.25,"1.5","Low acid",19.5548775033333
30,44.5233549126667,17,65.963187622,2024-09-19 19:39:40.516,1.25,"2.9","Medium acid",21.4398327093333
30,44.5233549126667,18,76.465446104,2024-09-19 19:47:41.611,1.25,"Mp","Machine plot",31.9420911913333
30,44.5233549126667,19,58.690231478,2024-09-19 19:55:40.927,1.25,"5.7","High acid",14.1668765653333
33,35.8358431336667,1,55.681749847,2024-09-19 20:03:40.532,1.375,"Mp","Machine plot",19.8459067133333
33,35.8358431336667,2,29.826087434,2024-09-19 20:11:40.401,1.375,"0-bp","No acid",-6.00975569966666
33,35.8358431336667,3,33.920947606,2024-09-19 20:19:40.148,1.375,"1.5","Low acid",-1.91489552766667
33,35.8358431336667,4,25.62243441,2024-09-19 20:27:39.697,1.375,"2.9","Medium acid",-10.2134087236667
33,35.8358431336667,6,29.992562734,2024-09-19 20:43:39.671,1.375,"0-bp","No acid",-5.84328039966666
33,35.8358431336667,7,24.013105208,2024-09-19 20:51:39.217,1.375,"5.7","High acid",-11.8227379256667
33,35.8358431336667,8,38.745213987,2024-09-19 20:59:38.763,1.375,"Mp","Machine plot",2.90937085333334
33,35.8358431336667,10,51.934852611,2024-09-19 21:15:37.95,1.375,"1.5","Low acid",16.0990094773333
33,35.8358431336667,11,46.800932004,2024-09-19 21:23:38.118,1.375,"2.9","Medium acid",10.9650888703333
33,35.8358431336667,12,55.934260619,2024-09-19 21:31:38.381,1.375,"Mp","Machine plot",20.0984174853333
33,35.8358431336667,13,52.95627525,2024-09-19 21:39:37.7,1.375,"5.7","High acid",17.1204321163333
33,35.8358431336667,14,49.825260667,2024-09-19 21:47:37.187,1.375,"0-bp","No acid",13.9894175333333
33,35.8358431336667,15,52.023716366,2024-09-19 21:55:37.466,1.375,"1.5","Low acid",16.1878732323333
33,35.8358431336667,17,55.558685141,2024-09-19 22:11:36.319,1.375,"2.9","Medium acid",19.7228420073333
33,35.8358431336667,18,65.813756971,2024-09-19 22:19:36.571,1.375,"Mp","Machine plot",29.9779138373333
33,35.8358431336667,19,49.87712747,2024-09-19 22:27:36.023,1.375,"5.7","High acid",14.0412843363333
35,33.754544017,1,47.130061467,2024-09-19 22:35:36.515,1.45833333333333,"Mp","Machine plot",13.37551745
35,33.754544017,2,24.87451252,2024-09-19 22:43:36.217,1.45833333333333,"0-bp","No acid",-8.880031497
35,33.754544017,3,28.987316832,2024-09-19 22:51:35.354,1.45833333333333,"1.5","Low acid",-4.767227185
35,33.754544017,4,20.936132187,2024-09-19 22:59:35.759,1.45833333333333,"2.9","Medium acid",-12.81841183
35,33.754544017,6,28.795953807,2024-09-19 23:15:34.694,1.45833333333333,"0-bp","No acid",-4.95859021
35,33.754544017,7,22.55832801,2024-09-19 23:23:34.359,1.45833333333333,"5.7","High acid",-11.196216007
35,33.754544017,8,45.830689651,2024-09-19 23:31:33.861,1.45833333333333,"Mp","Machine plot",12.076145634
35,33.754544017,10,47.351998788,2024-09-19 23:47:33.839,1.45833333333333,"1.5","Low acid",13.597454771
35,33.754544017,11,42.666668066,2024-09-19 23:55:33.329,1.45833333333333,"2.9","Medium acid",8.912124049
35,33.754544017,12,54.593253731,2024-09-20 00:03:32.7,1.45833333333333,"Mp","Machine plot",20.838709714
35,33.754544017,13,48.443548774,2024-09-20 00:11:32.088,1.45833333333333,"5.7","High acid",14.689004757
35,33.754544017,14,46.785914378,2024-09-20 00:19:32.349,1.45833333333333,"0-bp","No acid",13.031370361
35,33.754544017,15,48.184664478,2024-09-20 00:27:31.782,1.45833333333333,"1.5","Low acid",14.430120461
35,33.754544017,17,52.261511954,2024-09-20 00:43:31.512,1.45833333333333,"2.9","Medium acid",18.506967937
35,33.754544017,18,60.84411562,2024-09-20 00:51:30.888,1.45833333333333,"Mp","Machine plot",27.089571603
35,33.754544017,19,47.85370371,2024-09-20 00:59:31.269,1.45833333333333,"5.7","High acid",14.099159693
38,33.8509197063333,1,47.570015289,2024-09-20 01:07:30.911,1.58333333333333,"Mp","Machine plot",13.7190955826667
38,33.8509197063333,2,25.222970069,2024-09-20 01:15:31.516,1.58333333333333,"0-bp","No acid",-8.62794963733334
38,33.8509197063333,3,29.251915893,2024-09-20 01:23:30.46,1.58333333333333,"1.5","Low acid",-4.59900381333334
38,33.8509197063333,4,21.579439592,2024-09-20 01:31:30.056,1.58333333333333,"2.9","Medium acid",-12.2714801143333
38,33.8509197063333,6,30.064291733,2024-09-20 01:47:30.045,1.58333333333333,"0-bp","No acid",-3.78662797333334
38,33.8509197063333,7,21.163767293,2024-09-20 01:55:28.69,1.58333333333333,"5.7","High acid",-12.6871524133333
38,33.8509197063333,8,43.409536371,2024-09-20 02:03:29.345,1.58333333333333,"Mp","Machine plot",9.55861666466667
38,33.8509197063333,10,46.449229185,2024-09-20 02:19:28.599,1.58333333333333,"1.5","Low acid",12.5983094786667
