"rn","Sensor","Source","SensorHeight","SourceArea","CE","CE_se","CE_lo","CE_hi","uCE","uCE_se","uCE_lo","uCE_hi","vCE","vCE_se","vCE_lo","vCE_hi","wCE","wCE_se","wCE_lo","wCE_hi","N_TD","TD_Time_avg","TD_Time_max","Max_Dist","UCE","Ustar","L","Zo","sUu","sVu","sWu","z_sWu","WD","d","N0","MaxFetch","Time","SH","UST","sigW","sigU","sigV","WS","airT","Pair","z_sonic","z0","kv","A","alpha","bw","C0","Flux_pentanoic_acid","Flux_isoprene","Flux_butandione","Flux_acetaldehyde","Flux_butanone","Flux_acetic_acid","Flux_H2S","Flux_acetone","Flux_methylphenol","Flux_trimethylamine","Flux_ethylphenol","Flux_butanoic_acid","Flux_formic_acid","Flux_methanol","Flux_phenol","Flux_propanoic_acid","Flux_methanthiol","Flux_dimethyl_sulfide","Flux_methyl_indole","hours"
12,"PTRMS","Plot1",1.5,731.834716796875,5.36713821004096,0.0889202140278713,5.19285568357389,5.54142073650802,-1.6285118431171,0.0490865152781942,-1.72472080967971,-1.53230287655448,-0.0373139866627878,0.039538674761752,-0.114809303177411,0.040181329851835,0.637894088978887,0.0202808226162453,0.598143925947545,0.677644252010229,44602,17.3723016905072,71.5,25.46,5.48046596960616,0.1628841,-81,0.05433,3.17,3.032,1.309,1.898,52.046,0.102,1e+05,75,2024-09-18 17:30:00,4.80185684656375,0.162884101160751,1.30876707024294,3.17040532539353,3.03188807989833,1.4471089423876,20.1055339079623,103117.160564183,2,0.0543286684443855,0.4,0.5,0.02,1.28,4.605,0.734084587877593,0.036775777570016,0.0582126673048011,0.377823812363596,0,5.1297244644255,0,0,0.299475072952842,0.0126577161499036,0.0871373301185085,1.60565826102217,0,0,0.13233072136493,1.36374516298214,0,0.0269786553528859,0.00677145632881376,5
13,"PTRMS","Plot1",1.5,731.834716796875,4.29366288181021,0.0768062736398819,4.14312352959628,4.44420223402414,-1.33160177013727,0.0434171927429779,-1.41669893421947,-1.24650460605507,-0.0906958890127738,0.0277957234832517,-0.145175165368572,-0.0362166126569753,0.51519825737212,0.0183111114496556,0.479308704015155,0.551087810729086,36050,15.5906601941748,46.4,24.63,5.53819868654209,0.1408989,59.3,0.01801,3.582,2.679,1.464,1.898,53.179,0.102,1e+05,75,2024-09-18 18:00:00,-4.23270502963664,0.140898909538858,1.46428909608399,3.5821840929875,2.67949660207465,1.64071176393435,19.3872781612453,103088.856471928,2,0.0180086543806956,0.4,0.5,0.02,1.464,6.113,0.868176626719333,0.0403689981657162,0.0370235198653928,0.358921529803541,0,5.92520634719094,0.016110416188715,0,0.380166603883866,0,0.0913396863692885,1.87553276949514,0,0,0.150664707688291,1.54932238326904,0,0.0238705950656259,0.00686820572824456,5.5
14,"PTRMS","Plot1",1.5,731.834716796875,4.84160890810308,0.085454806106101,4.6741185385651,5.00909927764107,-0.973604715054364,0.0360897099262764,-1.04434010288692,-0.90286932722181,-0.0614769580482647,0.0276952902612995,-0.115759386523585,-0.00719452957294434,0.479760365597329,0.0175924497904976,0.44527938025836,0.514241350936297,36682,17.1594269669047,52.7,24.29,6.15005075026284,0.1307119,15.1,0.02655,2.955,2.661,1.437,1.898,53.81,0.102,1e+05,74,2024-09-18 18:30:00,-13.1993084028274,0.130711919030642,1.43658948218011,2.95492831651691,2.66137721717857,1.39523141325156,18.2898047013688,103080.367161423,2,0.0265487386715668,0.4,0.5,0.02,1.437,5.861,0.770800606334424,0.0149450565655766,0.0470745246726871,0.356215808161117,0.00554314371718115,4.83591048232215,0.0880633843197074,0,0.309475335459726,0.00564005179234907,0.0880091087668926,1.56084873839197,0,0,0.145651150761016,1.30811963320709,0.00133427567625057,0.0186588534337843,0.0255332822924011,6
15,"PTRMS","Plot1",1.5,731.834716796875,5.17437214618451,0.128167776319118,4.92316488006658,5.42557941230243,-0.863350428031685,0.0391227820614383,-0.940030599965942,-0.78667025609743,-0.075596890854232,0.0415372046900449,-0.157009301461923,0.00581551975345902,0.372113453353319,0.023611071288612,0.325836043860315,0.418390862846324,28080,21.951014957265,64.3,24.23,5.67259462108109,0.1040788,8.4,0.02712,2.768,2.625,1.309,1.898,48.227,0.102,1e+05,75,2024-09-18 19:00:00,-11.9875947034347,0.104078763295098,1.30933506630312,2.76820136377542,2.62548506049711,1.10541796573121,16.9904895303764,103127.754274948,2,0.0271168913244897,0.4,0.5,0.02,1.309,4.811,0.484897022501584,0.0191208964498148,0.0490560668673924,0.315187397412572,0.0106331375953643,2.84390394510972,0,0,0.240373714503149,0.00528732650591699,0.0587232565450589,0.980851577662892,0,0,0.0974895105625463,0.817520489151373,0.00139737455979691,0.00586193747629191,0,6.5
16,"PTRMS","Plot1",1.5,731.834716796875,5.15530640000936,0.0832293870518658,4.99217782446232,5.3184349755564,-1.17528356785279,0.0389103603074712,-1.25154739576041,-1.09901973994517,-0.0315927883173078,0.0293942810420295,-0.0892052178384766,0.0260196412038609,0.578248843732986,0.0201583863870351,0.538738654205882,0.61775903326009,46753,15.7165593651744,45.3,24.83,7.01828693531757,0.1601727,18.3,0.04154,2.874,2.463,1.417,1.898,56.831,0.102,1e+05,75,2024-09-18 19:30:00,-19.9667978714945,0.16017271768057,1.41745886079474,2.87402999365727,2.46344543901093,1.53033654975271,15.8241234401095,103105.780922246,2,0.0415441958727697,0.4,0.5,0.02,1.417,5.681,0.361882956170483,0,0.043816932782034,0.0861656389616712,0,1.77754180624131,0.261881418919649,0,0.22522641292434,0.000358827944736053,0.0580665894076551,0.709984153413918,0,0,0.0955214611490611,0.590101553613666,0,0,0,7
17,"PTRMS","Plot1",1.5,731.834716796875,4.83017243935148,0.102841950794902,4.62860347995019,5.03174139875276,-0.802261966506084,0.037145192938777,-0.875066088068901,-0.729457844943268,-0.0996848837464399,0.0275752633396885,-0.153732060930801,-0.045637706562079,0.427970041578655,0.0177188236349546,0.393241365057967,0.462698718099343,31788,18.6140241600604,49.8,24.01,5.83121613207706,0.1091622,9.8,0.0202,2.985,2.877,1.506,1.898,50.885,0.102,1e+05,75,2024-09-18 20:00:00,-11.7299345951363,0.109162227303059,1.50569851428343,2.98516646125929,2.87722750559781,1.23972678371425,14.9547207111101,103152.568888889,2,0.0202004611844924,0.4,0.5,0.02,1.506,6.527,0.294919504197093,0.0114777535783885,0.0444517730362496,0.177830907857883,0.0137952279834023,1.3918485965902,0.00490440026674925,0,0.21396329240344,0,0.0669826367613988,0.54801744041987,0.00429320490321548,0,0.0969092097388655,0.430164783574263,0.00480308400813841,0.0181268340001037,0.00746211681934056,7.5
18,"PTRMS","Plot1",1.5,731.834716796875,7.45021338811188,0.114696540894662,7.2254095778344,7.67501719838937,-0.974446726104577,0.0375821826871991,-1.04810734220272,-0.900786110006431,0.00235919062196773,0.0329902208883054,-0.0623012367957888,0.0670196180397242,0.49957352279469,0.0190279181068631,0.462279037200749,0.536868008388631,45651,24.68753586997,85.9,25.22,7.19739298974141,0.0988122,7.6,0.04436,3.191,2.948,1.531,1.898,64.165,0.102,1e+05,75,2024-09-18 20:30:00,-11.2464676319289,0.0988121946928031,1.53105137523454,3.19081371779027,2.94837655759175,0.927821254926012,14.2587876953738,103064.34649482,2,0.0443640564918189,0.4,0.5,0.02,1.531,6.787,0.137303760538226,0.00224608506203349,0.0492003888888472,0.0711263909360716,0.0445389493849242,0.738146715337735,0.0738514746272845,0,0.120085188355489,0,0.0326232775275712,0.259702820336311,0.0147230193668049,0.0279810616341061,0.0575083828717801,0.185904497475207,0.00163731498207348,0.0251297760543001,0.00240944803388368,8
19,"PTRMS","Plot1",1.5,731.834716796875,5.87608510903226,0.103738929873697,5.67275808166241,6.07941213640211,-0.722582808816971,0.0386456619677016,-0.798327831232372,-0.64683778640157,0.204710033174508,0.0296236419096719,0.146648059172116,0.2627720071769,0.376178029974124,0.0165082680822136,0.343822027456383,0.408534032491865,38156,23.9966532131251,70.5,25.33,5.93944707569475,0.0863655,5.7,0.02718,4.091,3.625,1.823,1.897,75.804,0.103,1e+05,75,2024-09-18 21:00:00,-9.89653802800238,0.0863654805089855,1.82296331150422,4.09106277537851,3.6248774597261,0.916716040537699,13.8374060498212,102991.459074733,2,0.0271805655112806,0.4,0.5,0.02,1.823,NA,0.131964709584312,0.00214399028648651,0.0492585372679332,0.0706400552643761,0.0475003156215543,0.71091201007301,0.0704945894169534,0.00276215980603954,0.116981653605179,0.000259808688888625,0.031743608542132,0.249919759931538,0.0152679738544055,0.0312614496526965,0.0558884198446002,0.177715923107476,0.00156289157379741,0.024053773941583,0.00229992766870715,8.5
20,"PTRMS","Plot1",1.5,731.834716796875,6.97595996106597,0.127796023520668,6.72548132586334,7.2264385962686,-0.558532039109677,0.0338562074456408,-0.624889789534906,-0.492174288684447,-0.0257507964791281,0.0267108104237986,-0.0781036565743974,0.0266020636161411,0.348276498455068,0.0170029506495483,0.314950924186102,0.381602072724034,36428,29.2419869331284,83.2,24.72,6.49616641915204,0.0673681,3.6,0.0264,3.929,3.329,1.915,1.897,58.911,0.103,1e+05,75,2024-09-18 21:30:00,-7.51211347118543,0.0673680782673737,1.91454629861149,3.92896772028319,3.32924527356914,0.719992908144734,13.4679784961538,102963.621475363,2,0.0263957096365032,0.4,0.5,0.02,1.915,NA,0.126625658630399,0.00204189551093953,0.0493166856470192,0.0701537195926806,0.0504616818581845,0.683677304808286,0.0671377042066223,0.00552431961207907,0.11387811885487,0.000519617377777251,0.0308639395566929,0.240136699526766,0.0158129283420062,0.034541837671287,0.0542684568174203,0.169527348739745,0.00148846816552134,0.0229777718288658,0.00219040730353062,9
21,"PTRMS","Plot1",1.5,731.834716796875,1.4601287331244,0.134250501406922,1.19699940060462,1.72325806564417,-0.0855198208394071,0.0246945667565975,-0.133920868131089,-0.0371187735477247,0.0363245526466953,0.0146271561322536,0.0076555064278187,0.0649935988655719,0.0363550946611114,0.00604324156174026,0.0245104154850045,0.0481997738372182,3626,44.8858246001103,114.7,23.27,1.18548347492752,0.0349298,NA,0.04092,3.871,4.362,1.968,1.897,90.47,0.103,1e+05,74,2024-09-18 22:00:00,-3.4636928109568,NA,1.96835414284678,3.87105257853182,4.36214805921633,0.335020561308635,12.9915599214137,102922.343275585,2,0.0409197003954374,0.4,0.5,0.02,1.968,NA,0.121286607676485,0.00193980073539256,0.0493748340261053,0.0696673839209851,0.0534230480948146,0.656442599543561,0.0637808189962911,0.00828647941811861,0.11077458410456,0.000779426066665876,0.0299842705712537,0.230353639121993,0.0163578828296068,0.0378222256898774,0.0526484937902404,0.161338774372014,0.00141404475724528,0.0219017697161486,0.00208088693835409,9.5
22,"PTRMS","Plot1",1.5,731.834716796875,31.365548357209,0.430915972200745,30.520958348613,32.210138365805,-2.48001676532773,0.0952675616301285,-2.66674001507218,-2.29329351558328,0.89275751446974,0.0800709911114034,0.735819356142281,1.0496956727972,0.371556116248236,0.0184194656348655,0.335454190020174,0.407658042476299,56411,126.342516530464,2207.2,64.45,1.46037497100269,0.0582442,-44.6,0.5922,5.047,2.915,0.798,1.897,37.68,0.103,1e+05,74,2024-09-18 22:30:00,0.387905636008276,0.0582442262481848,0.798126893298645,NA,2.91519660713209,0.169525881722185,12.0258745109396,102925.03260397,2,NA,0.4,0.5,0.02,0.767,2.808,0.115947556722571,0.00183770595984558,0.0494329824051913,0.0691810482492896,0.0563844143314447,0.629207894278837,0.06042393378596,0.0110486392241581,0.107671049354251,0.0010392347555545,0.0291046015858146,0.22057057871722,0.0169028373172075,0.0411026137084678,0.0510285307630605,0.153150200004283,0.00133962134896921,0.0208257676034315,0.00197136657317756,10
23,"PTRMS","Plot1",1.5,731.834716796875,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.0167579,NA,0.0003424,5.805,8.212,2.577,1.897,49.856,0.103,1e+05,75,2024-09-18 23:00:00,-0.968246703467966,NA,2.57679810204067,NA,NA,0.361116504080885,11.9658431245724,102919.56451439,2,0.00034244699697896,0.4,0.5,0.02,2.577,NA,0.110608505768658,0.0017356111842986,0.0494911307842774,0.0686947125775942,0.0593457805680749,0.601973189014113,0.0570670485756289,0.0138107990301977,0.104567514603941,0.00129904344444313,0.0282249326003754,0.210787518312447,0.0174477918048081,0.0443830017270582,0.0494085677358806,0.144961625636552,0.00126519794069314,0.0197497654907143,0.00186184620800103,10.5
24,"PTRMS","Plot1",1.5,731.834716796875,26.4567058533683,0.586183747246571,25.3077929142694,27.6056187924672,-1.98838859217099,0.0637513992335941,-2.11334055102209,-1.86343663331989,0.316422760788152,0.0661217813555388,0.186824882115318,0.446020639460985,0.142912187357361,0.0124226724992109,0.118563901961232,0.16726047275349,22356,230.89520039363,1376.5,50.68,3.37552940770081,0.0191764,2.4,0.2606,5.524,7.87,1.076,1.897,53.932,0.103,1e+05,74,2024-09-18 23:30:00,-0.253981654231123,NA,1.07586640505379,NA,NA,0.0951587582583108,11.0760867974237,102908.471165105,2,NA,0.4,0.5,0.02,1.076,3.48,0.105269454814744,0.00163351640875163,0.0495492791633634,0.0682083769058987,0.062307146804705,0.574738483749388,0.0537101633652978,0.0165729588362372,0.101463979853632,0.00155885213333175,0.0273452636149363,0.201004457907674,0.0179927462924088,0.0476633897456486,0.0477886047087007,0.136773051268821,0.00119077453241708,0.0186737633779971,0.0017523258428245,11
25,"PTRMS","Plot1",1.5,731.834716796875,0.0134374384607595,0.00973117892478021,-0.00563555261393816,0.0325104295354571,-0.00514917672990858,0.00371068944730652,-0.0124220824339881,0.00212372897417089,-0.00128295186998067,0.0011121627824618,-0.00346277725264712,0.00089687351268578,0.0002500284799493,0.00016989089142097,-8.29555788982078e-05,0.00058301253879681,19,86.9736842105263,121.5,4.84,0.00452099845873145,0.0232137,NA,0.00422,6.783,4.024,1.418,1.897,153.789,0.103,1e+05,60,2024-09-19,-0.958014876257964,NA,1.41794273833268,NA,4.0237978113785,0.354475900806825,10.3657962034381,102897.242120344,2,0.00421970068575847,0.4,0.5,0.02,1.418,5.69,0.0999304038608303,0.00153142163320465,0.0496074275424495,0.0677220412342032,0.0652685130413351,0.547503778484664,0.0503532781549667,0.0193351186422768,0.0983604451033221,0.00181866082222038,0.0264655946294972,0.191221397502902,0.0185377007800094,0.050943777764239,0.0461686416815209,0.12858447690109,0.00111635112414101,0.01759776126528,0.00164280547764796,11.5
26,"PTRMS","Plot1",1.5,731.834716796875,7.19951679123638,0.743276009609829,5.7427049489194,8.65632863355335,-1.28851319916498,0.150315746940704,-1.5831302154533,-0.993896182876653,0.645762202561112,0.118630491168872,0.413247898103186,0.878276507019038,0.254604560778948,0.0329206843180508,0.190080424184131,0.319128697373765,2288,113.767395104895,407.5,14.19,0.155581861748493,0.0134085,NA,0.0002213,9.533,16.83,2.383,1.896,131.767,0.104,1e+05,66,2024-09-19 00:30:00,1.44038464514511,NA,2.38330482265973,NA,NA,0.303561891349012,9.89106767564464,102900.035864147,2,0.00022134430096357,0.4,0.5,0.02,0.616,2.971,0.0945913529069166,0.00142932685765767,0.0496655759215355,0.0672357055625077,0.0682298792779653,0.520269073219939,0.0469963929446356,0.0220972784483163,0.0952569103530126,0.002078469511109,0.025585925644058,0.181438337098129,0.0190826552676101,0.0542241657828295,0.044548678654341,0.120395902533359,0.00104192771586494,0.0165217591525628,0.00153328511247143,12
27,"PTRMS","Plot1",1.5,731.834716796875,14.1377557225788,0.734023105431668,12.6990794587122,15.5764319864454,-1.52041399634505,0.0945243135067478,-1.70568048890384,-1.33514750378625,-0.328005046078291,0.0573980802221103,-0.440504577763329,-0.215505514393252,0.192683275530878,0.0164740737640035,0.160394293456505,0.224972257605252,6146,234.853677188415,2254.7,30.03,0.641568225539029,0.0156759,NA,0.008261,6.512,9.226,1.313,1.896,302.409,0.104,1e+05,81,2024-09-19 01:00:00,0.335375777966689,NA,1.31316773704596,NA,NA,0.213038821368169,9.51996980171024,102894.433327269,2,0.00826149145084421,0.4,0.5,0.02,0.697,2.837,0.0892523019530029,0.0013272320821107,0.0497237243006216,0.0667493698908122,0.0711912455145954,0.493034367955215,0.0436395077343045,0.0248594382543558,0.0921533756027031,0.00233827819999763,0.0247062566586189,0.171655276693356,0.0196276097552107,0.0575045538014199,0.0429287156271611,0.112207328165628,0.000967504307588874,0.0154457570398457,0.0014237647472949,12.5
28,"PTRMS","Plot1",1.5,731.834716796875,13.0053209234187,0.413232667993742,12.1953899737012,13.8152518731362,-3.42908307425349,0.131554830628917,-3.68692892518417,-3.1712372233228,-0.0146876218832887,0.0454966963631782,-0.103860587499346,0.0744853437327685,0.0804326436506396,0.0123998841634064,0.0561290231125684,0.104736264188711,13776,327.012086236934,1849.1,83.39,2.75391453240401,0.0260276,NA,0.07284,10.316,4.343,1.01,1.896,345.241,0.104,1e+05,68,2024-09-19 01:30:00,-0.979589394034756,NA,1.00972372675707,NA,4.34268372464721,0.212078050927799,9.38347421931766,102889.070442992,2,0.0728446945343984,0.4,0.5,0.02,1.01,3.233,0.0839132509990892,0.00122513730656372,0.0497818726797076,0.0662630342191167,0.0741526117512255,0.46579966269049,0.0402826225239733,0.0276215980603954,0.0890498408523935,0.00259808688888625,0.0238265876731797,0.161872216288583,0.0201725642428114,0.0607849418200103,0.0413087525999812,0.104018753797897,0.000893080899312807,0.0143697549271285,0.00131424438211837,13
