"rn","Sensor","Source","SensorHeight","SourceArea","CE","CE_se","CE_lo","CE_hi","uCE","uCE_se","uCE_lo","uCE_hi","vCE","vCE_se","vCE_lo","vCE_hi","wCE","wCE_se","wCE_lo","wCE_hi","N_TD","TD_Time_avg","TD_Time_max","Max_Dist","UCE","Ustar","L","Zo","sUu","sVu","sWu","z_sWu","WD","d","N0","MaxFetch","Time","SH","UST","sigW","sigU","sigV","WS","airT","Pair","z_sonic","z0","kv","A","alpha","bw","C0","hours","Compound","Flux","Mass_Emission","Category"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"4-Ethylphenol",0.327015518801276,0.0196209311280766,"Phenol"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Butanoic Acid",2.39385135018487,0.143631081011092,"VFA"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Formic Acid",0,0,"VFA"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Methanol",0.721746884276486,0.0433048130565891,"Other"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Phenol",0.559457716307546,0.0335674629784528,"Phenol"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Propionic Acid",1.97248064249133,0.11834883854948,"VFA"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Methanethiol",0.00580685047247514,0.000348411028348509,"VSC"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"Dimethyl Sulfide",0.0319547866921149,0.0019172872015269,"VSC"
2,"PTRMS","Plot1",1.5,731.834716796875,2.85441773962795,0.059755270758034,2.73729814346762,2.97153733578827,-0.966319605234611,0.0363098818734391,-1.0374865273772,-0.895152683092022,0.122428102286399,0.0613472723425916,0.00218820258958738,0.24266800198321,0.547896718814561,0.0202319191657358,0.508242405945085,0.587551031684037,29151,12.304438955782,52.3,24.56,3.94330816470729,0.1950637,-8.4,0.02901,3.368,4.653,1.531,1.9,51.823,0.1,1e+05,75,2024-09-18 12:30:00,79.2958446144577,0.195063731121008,1.53071605609531,3.36828777184652,4.65279182880648,2.03934370500827,18.4545372859754,102960.067921324,2,0.0290087333845497,0.4,0.5,0.02,1.288,4.661,0,"3-Methylindole",0.0702436644841389,0.00421461986904834,"Indole"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Pentanoic Acid",1.84333787761576,0.110600272656946,"VFA"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Isoprene",0.123090624840589,0.00738543749043531,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"2,3-Butanedione",0.22028252358941,0.0132169514153646,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Acetaldehyde",2.30543215917235,0.138325929550341,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"2-Butanone",0.453795516398444,0.0272277309839066,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Acetic Acid",14.5277068447585,0.87166241068551,"VFA"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Hydrogen Sulfide",0.0210465742506888,0.00126279445504133,"VSC"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Acetone",0,0,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"4-Methylphenol",1.62842526953383,0.0977055161720299,"Phenol"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Trimethylamine",0.0110179978354092,0.000661079870124549,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"4-Ethylphenol",0.363446924895462,0.0218068154937277,"Phenol"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Butanoic Acid",4.37439553431765,0.262463732059059,"VFA"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Formic Acid",0.183938093194798,0.0110362855916879,"VFA"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Methanol",0.413218876577095,0.0247931325946257,"Other"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Phenol",0.548163531625863,0.0328898118975518,"Phenol"
3,"PTRMS","Plot1",1.5,731.834716796875,3.52696629464867,0.0603149871700927,3.40874966120087,3.64518292809647,-1.19815827346338,0.0416637492452628,-1.27981870984379,-1.11649783708298,0.305297423219298,0.0393781027586691,0.22811682585693,0.382478020581666,0.587515241731143,0.0182267394400307,0.551791056475923,0.623239426986364,38598,12.8426421058086,53.4,25.31,4.57506150371888,0.2185681,-11.6,0.0543,2.946,3.376,1.428,1.9,64.651,0.1,1e+05,75,2024-09-18 13:00:00,80.4959949839659,0.218568137856047,1.42844356958775,2.94647879906942,3.37560422524805,1.94250765940851,18.7786807546617,102978.528193692,2,0.0542963148396086,0.4,0.5,0.02,1.25,4.405,0.5,"Propionic Acid",3.73337537928234,0.22400252275694,"VFA"
