"rn","Sensor","Source","SensorHeight","SourceArea","CE","CE_se","CE_lo","CE_hi","uCE","uCE_se","uCE_lo","uCE_hi","vCE","vCE_se","vCE_lo","vCE_hi","wCE","wCE_se","wCE_lo","wCE_hi","N_TD","TD_Time_avg","TD_Time_max","Max_Dist","UCE","Ustar","L","Zo","sUu","sVu","sWu","z_sWu","WD","d","N0","MaxFetch","Time","SH","UST","sigW","sigU","sigV","WS","airT","Pair","z_sonic","z0","kv","A","alpha","bw","C0","concentrations$NH3_ug","concentrations$NH3_bg","Flux","Flux_original","hours","time_diff","Flux_kg_s","Flux_kg_original","Emission_kg","Emission_kg_original","Emission_kg_non_na_original","Cumulative_Emission","Cumulative_Emission_original","total_slurry_kg","total_TAN","Emission_applied_N","Emission_applied_N_no_gap","Cumulative_Emission_applied_N","Cumulative_Emission_applied_N_no_gap","Flux_mg_min"
54,"CRDS_1","Plot1",1.5,731.834716796875,3.0130226303066,0.0563559352201985,2.90256569001503,3.12347957059818,-0.941609353280147,0.0446419480667852,-1.02910702274203,-0.854111683818259,0.346919437301236,0.04330007775539,0.262051817155106,0.431787057447365,0.622005988671904,0.0223564938947586,0.578187535449301,0.665824441894507,35863,11.6455092992778,49.3,27.56,4.26049892695087,0.1816217,-8.6,0.02219,4.112,4.654,1.902,1.893,96.577,0.107,1e+05,78,2024-09-19 14:30:00,62.9499396253746,0.181621706035304,1.90177263411663,4.11236094173911,NA,2.01880369653178,20.419339565633,102899.92890911,2,0.0221876452482743,0.4,0.5,0.02,1.606,7.624,23.85951611,3.134589546,6.65879467232001,NA,26,1800,4.87313711322586e-06,NA,0.00877164680380654,NA,0,0.319913071969996,0.286160557451504,2561.42150878906,6.40058252302246,0.137044507624978,0,4.11062787329242,4.47085177672819,0.399527680339201
55,"CRDS_1","Plot1",1.5,731.834716796875,3.51427679645036,0.0581189623885023,3.40036434458044,3.62818924832028,-1.03006535821104,0.0445340653337199,-1.11735157884223,-0.942779137579836,0.399692662619038,0.0423059876647969,0.316773446830888,0.482611878407187,0.601812706211799,0.0201661283393271,0.562287342553369,0.64133806987023,43122,12.1647604471036,59.2,27.59,4.46854129480018,0.2037644,-13.4,0.05186,3.507,4.078,1.675,1.892,98.439,0.108,1e+05,78,2024-09-19 15:00:00,56.8492000403983,0.203764353111952,1.67485058118362,3.50742464038286,4.07819366701571,1.83240475406914,20.7826181403783,102908.350842206,2,0.0518590452267973,0.4,0.5,0.02,1.489,6.357,25.39160191,3.164285536,6.32486217262425,6.32486217262425,26.5,1800,4.62875371688173e-06,4.62875371688173e-06,0.00833175669038712,0.00833175669038712,0.00833175669038712,0.328244828660383,0.294492314141891,2561.42150878906,6.40058252302246,0.130171850146738,0.130171850146738,4.21768430294719,4.60102362687493,0.379491730357455
56,"CRDS_1","Plot1",1.5,731.834716796875,2.91235931461966,0.0541346675969238,2.80625603156538,3.01846259767395,-1.00939394097586,0.0384939045630206,-1.08484152074352,-0.933946361208199,0.537218596758838,0.0357379380223463,0.467172677533927,0.607264515983749,0.530454789143105,0.0169044708749662,0.497322234021784,0.563587344264426,36423,11.2350245723856,66.8,25.76,4.08994248006335,0.207434,-20.5,0.04134,3.299,3.946,1.59,1.892,108.472,0.108,1e+05,76,2024-09-19 15:30:00,39.3211399105579,0.207434049611337,1.58967859439078,3.29865713181396,3.94568167636774,1.98295726152807,20.7202546255171,102927.344721048,2,0.0413378313522551,0.4,0.5,0.02,1.466,6.132,26.67505289,3.080018398,8.10169074040969,8.10169074040969,27,1800,5.92909854858359e-06,5.92909854858359e-06,0.0106723773874505,0.0106723773874505,0.0106723773874505,0.338917206047833,0.305164691529342,2561.42150878906,6.40058252302246,0.166740720068254,0.166740720068254,4.35481584212751,4.76776434694319,0.486101444424581
57,"CRDS_1","Plot1",1.5,731.834716796875,2.91930922004062,0.0533229453420681,2.81479690262798,3.02382153745327,-1.13601657597691,0.0413968752036015,-1.21715394251614,-1.05487920943769,0.600915744951703,0.0403282340991045,0.521872901841313,0.679958588062093,0.551313999494857,0.01720205665859,0.517598179895626,0.585029819094089,33205,11.8916879987954,64.2,24.99,3.54845705099418,0.1981993,-20.2,0.04739,3.36,4.058,1.515,1.892,115.88,0.108,1e+05,75,2024-09-19 16:00:00,34.7379340900641,0.198199301814305,1.51464786377341,3.36046826517104,4.05767816177993,1.82694046112081,20.8152458957998,102920.155977351,2,0.0473899778325349,0.4,0.5,0.02,1.395,5.49,23.7920614,3.186432737,7.05839193790964,7.05839193790964,27.5,1800,5.16557626492145e-06,5.16557626492145e-06,0.00929803727685861,0.00929803727685861,0.00929803727685861,0.348215243324692,0.3144627288062,2561.42150878906,6.40058252302246,0.145268610214995,0.145268610214995,4.47428820679772,4.91303295715818,0.423503516274579
58,"CRDS_1","Plot1",1.5,731.834716796875,2.87474501358249,0.0675111839038194,2.74242392299388,3.0070661041711,-0.597933956451208,0.0370445823836571,-0.670540882562717,-0.525327030339698,0.62611529072195,0.0367359337611829,0.554113312116511,0.69811726932739,0.508745726988809,0.0200388351832602,0.469469856351553,0.548021597626065,29097,12.3594837955803,49.1,25.93,3.80860993966682,0.1352159,-12,0.01157,3.902,5.31,2.093,1.892,107.486,0.108,1e+05,76,2024-09-19 16:30:00,18.6423468662792,0.135215895484917,2.09293712448843,3.90217133167486,NA,1.72285861328475,20.8081533039004,102933.430646539,2,0.011574441542811,0.4,0.5,0.02,1.84,NA,21.04911414,3.114270859,5.92021952136682,NA,28,1800,4.33262217679482e-06,NA,0.00779871991823067,NA,0,0.356013963242923,0.3144627288062,2561.42150878906,6.40058252302246,0.121843908584558,0,4.57449553897853,4.91303295715818,0.355213171282009
59,"CRDS_1","Plot1",1.5,731.834716796875,3.66461923478794,0.0634663704184989,3.54022592891079,3.7890125406651,-0.65037309545966,0.032707729658513,-0.71447984353947,-0.58626634737985,0.354246336127516,0.0331698630720816,0.289233812237761,0.419258860017271,0.60484830594171,0.0190001129164952,0.567608318179103,0.642088293704318,40421,12.4993617179189,47.2,26.21,4.83803844869676,0.1582198,-36.6,0.02972,3.094,3.565,1.828,1.892,106.012,0.108,1e+05,77,2024-09-19 17:00:00,9.75574186859606,0.158219846409387,1.82821988314341,3.09412495467241,3.5649266528899,1.64287462638726,20.5903958704158,102941.758632965,2,0.0297236955996646,0.4,0.5,0.02,1.742,9.376,20.49371861,2.969336808,4.782047104824,4.782047104824,28.5,1800,3.49966808866819e-06,3.49966808866819e-06,0.00629940255960273,0.00629940255960273,0.00629940255960273,0.362313365802525,0.320762131365803,2561.42150878906,6.40058252302246,0.0984192069541203,0.0984192069541203,4.65543783866993,5.0114521641123,0.28692282628944
60,"CRDS_1","Plot1",1.5,731.834716796875,4.15478420386404,0.0650114434524929,4.02736257383264,4.28220583389543,-1.19582083035861,0.0438037170560825,-1.28167557734325,-1.10996608337397,-0.166081231051034,0.0364689000302121,-0.23755982682621,-0.0946026352758583,0.62035942865336,0.0200894987940336,0.580984257961757,0.659734599344963,48102,13.6512036921542,56,28.14,5.72620013956274,0.1734991,515,0.03265,3.774,3.621,1.631,1.892,78.1,0.108,1e+05,79,2024-09-19 17:30:00,-0.912829348954923,0.173499074297236,1.63054112396893,3.77401125766195,3.62081075818363,1.76073927189335,20.1371499679988,102933.385479627,2,0.0326519757652788,0.4,0.5,0.02,1.631,7.923,19.49339781,3.855848792,3.76374517922176,3.76374517922176,29,1800,2.75443938733136e-06,2.75443938733136e-06,0.00495799089719645,0.00495799089719645,0.00495799089719645,0.367271356699722,0.325720122262999,2561.42150878906,6.40058252302246,0.0774615572779961,0.0774615572779961,4.71914406815297,5.0889137213903,0.225824710753306
61,"CRDS_1","Plot1",1.5,731.834716796875,5.52644448426103,0.0887916391209499,5.35241396303105,5.700475005491,-1.60180657697745,0.049098079882945,-1.69803821002322,-1.50557494393167,0.0993228664569463,0.0474289251284546,0.00636275621234414,0.192282976701548,0.68696340958677,0.0292157878485454,0.629700824530751,0.744225994642789,56467,16.1766075761064,63.1,28.31,6.69206417099772,0.1771925,44.4,0.05921,3.445,2.993,1.432,1.892,84.246,0.108,1e+05,79,2024-09-19 18:00:00,-11.2322949165155,0.177192533969795,1.43199153144358,3.44511749160249,2.99292954769955,1.53451182239357,19.2273223111087,102958.506666667,2,0.0592129107745226,0.4,0.5,0.02,1.432,5.816,17.74514949,3.73471386,2.53516264750344,2.53516264750344,29.5,1800,1.8553200381697e-06,1.8553200381697e-06,0.00333957606870546,0.00333957606870546,0.00333957606870546,0.370610932768427,0.329059698331705,2561.42150878906,6.40058252302246,0.0521761270430188,0.0521761270430188,4.76205495762825,5.14108984843332,0.152109758850207
62,"CRDS_1","Plot1",1.5,731.834716796875,5.41394748104876,0.0782569223404484,5.26056487521343,5.5673300868841,-1.22274396722008,0.0382848335819117,-1.29778177043472,-1.14770616400544,-0.161363852060815,0.0341602471048816,-0.228317516480831,-0.0944101876407982,0.649438149988434,0.0205130210482196,0.609232880884658,0.68964341909221,56536,15.4476209848592,55.1,28.38,7.43078294597774,0.1785818,26.5,0.05432,2.87,2.594,1.441,1.891,77.201,0.109,1e+05,79,2024-09-19 18:30:00,-19.2354262327111,0.178581840299166,1.44134009415808,2.86971826187932,2.59357893192791,1.58500533218721,18.1693277310908,102992.846460618,2,0.0543213055685831,0.4,0.5,0.02,1.441,5.898,14.0780922,3.098399727,2.02803823114905,2.02803823114905,30,1800,1.4841887845462e-06,1.4841887845462e-06,0.00267153981218317,0.00267153981218317,0.00267153981218317,0.37328247258061,0.331731238143888,2561.42150878906,6.40058252302246,0.0417390105130872,0.0417390105130872,4.79638211390525,5.1828288589464,0.121682293868943
63,"CRDS_1","Plot1",1.5,731.834716796875,6.77027854469496,0.107763569690951,6.55906327275509,6.98149381663484,-0.872024704585669,0.0468546385307288,-0.963859220157991,-0.780190189013348,-0.021442989583717,0.0375574634836439,-0.095055156346749,0.052169177179315,0.559135000482282,0.0216609155776325,0.516679872211039,0.601590128753526,54697,20.4145693548092,64.6,28.26,7.93409426892607,0.1193964,9.2,0.04113,3.064,3.057,1.678,1.891,82.234,0.109,1e+05,79,2024-09-19 19:00:00,-16.5145876323898,0.119396443767176,1.6778955824687,3.06397011317182,3.05709271929813,1.14270995113832,16.6464624590382,102962.829462886,2,0.0411309168128294,0.4,0.5,0.02,1.678,8.513,12.14291304,3.378200314,1.29458672462861,1.29458672462861,30.5,1800,9.47423508987573e-07,9.47423508987573e-07,0.00170536231617763,0.00170536231617763,0.00170536231617763,0.374987834896788,0.333436600460066,2561.42150878906,6.40058252302246,0.0266438610867614,0.0266438610867614,4.8182946597971,5.20947272003317,0.0776752034777166
64,"CRDS_1","Plot1",1.5,731.834716796875,7.6024416796489,0.12013925481336,7.36697021699385,7.83791314230396,-0.964591382681831,0.0417218486153423,-1.04636569311342,-0.882817072250242,0.0604747820397287,0.0362204380465546,-0.0105168313016301,0.131466395381087,0.505125276689842,0.0211407804992989,0.463689606778514,0.546560946601171,52189,24.3332800450875,81.1056671938997,28.32,8.29977036607551,0.1010306,5.7,0.04114,3.581,3.077,1.68,1.891,87.397,0.109,1e+05,79,2024-09-19 19:30:00,-15.9160978621726,0.101030638041911,1.67990767726458,3.58087415231976,3.07680700742144,0.966867480333968,15.2832841565094,102939.056375169,2,0.041139055484095,0.4,0.5,0.02,1.68,8.539,10.66383568,3.246250222,0.975684624829975,0.975684624829975,31,1800,7.1403988109551e-07,7.1403988109551e-07,0.00128527178597192,0.00128527178597192,0.00128527178597192,0.37627310668276,0.334721872246038,2561.42150878906,6.40058252302246,0.0200805439403192,0.0200805439403192,4.83480937735971,5.22955326397348,0.0585410774897985
65,"CRDS_1","Plot1",1.5,731.834716796875,9.93611550023039,0.175400918654873,9.59233185573495,10.2798991447258,-0.81564132795905,0.0413323315549852,-0.896652189740371,-0.734630466177729,-0.177753600560315,0.0530647897020219,-0.281759936091776,-0.0737472650288537,0.468827389258807,0.0201340122878914,0.429364972666413,0.508289805851202,53566,31.9853451816451,112.1,28.87,8.27168687116653,0.0778613,4.3,0.0676,3.431,3.754,1.727,1.891,75.699,0.109,1e+05,78,2024-09-19 20:00:00,-9.65448756524665,0.0778613410357435,1.72723775813606,3.43100314895439,3.7540740560267,0.648443088743612,14.3236107349053,102969.498895146,2,0.0676015192938169,0.4,0.5,0.02,1.727,9.168,8.936050898,3.013068214,0.596106464730876,0.596106464730876,31.5,1800,4.36251405797107e-07,4.36251405797107e-07,0.000785252530434793,0.000785252530434793,0.000785252530434793,0.377058359213195,0.335507124776472,2561.42150878906,6.40058252302246,0.012268454122891,0.012268454122891,4.84489924620846,5.24182171809638,0.0357663878838526
66,"CRDS_1","Plot1",1.5,731.834716796875,9.42253008717838,0.13798268012002,9.15208573025773,9.69297444409903,-1.07595373637326,0.0536947967098088,-1.1811948778958,-0.97071259485073,-0.0520775877319825,0.0399288181943584,-0.130337580578782,0.0261824051148168,0.457271527779225,0.0215254014247242,0.415082005581911,0.499461049976539,58017,29.9222676112174,136.1,30.46,8.3744173831296,0.0827709,4.4,0.05686,4.225,3.725,1.844,1.891,80.74,0.109,1e+05,79,2024-09-19 20:30:00,-11.4251844582281,0.0827709457238838,1.84365318471188,4.22523413630687,3.7252540539538,0.725133168173876,13.6730173488648,102933.486516334,2,0.0568570283480423,0.4,0.5,0.02,1.844,NA,7.386697199,2.711676093,0.841622793703763,NA,32,1800,6.15928778879988e-07,NA,0.00110867180198398,NA,0,0.378167031015179,0.335507124776472,2561.42150878906,6.40058252302246,0.0173214203237934,0,4.85914479479922,5.24182171809638,0.0504973676222258
67,"CRDS_1","Plot1",1.5,731.834716796875,3.49209404096588,0.0912066789674231,3.31333007132304,3.67085801060873,-0.42390212291053,0.023460002009872,-0.469883438474182,-0.377920807346879,-0.290130998756834,0.0252109627289188,-0.339544175806609,-0.240717821707059,0.193189909476768,0.0112826741732708,0.171076006786362,0.215303812167173,15738,25.8873935697039,86.4,23.8,2.83615403739009,0.0690067,4.3,0.03439,3.172,3.66,1.595,1.891,47.309,0.109,1e+05,74,2024-09-19 21:00:00,-6.74754418281898,0.0690067392631918,1.59474426894573,3.17203750639777,3.66030450323747,0.691291147798039,13.1788360673228,102922.292993631,2,0.0343864075191775,0.4,0.5,0.02,1.595,7.495,6.573995036,2.777602984,1.08713912267665,1.08713912267665,32.5,1800,7.95606151962869e-07,7.95606151962869e-07,0.00143209107353316,0.00143209107353316,0.00143209107353316,0.379599122088712,0.336939215850006,2561.42150878906,6.40058252302246,0.0223743865246957,0.0223743865246957,4.877546023132,5.26419610462107,0.0652283473605989
68,"CRDS_1","Plot1",1.5,731.834716796875,18.483015019093,0.276153750383884,17.9417570628855,19.0242729753005,-0.616621464449303,0.0446048010826313,-0.704046326278868,-0.529196602619737,-0.101282458313965,0.0677492876447377,-0.23407022930795,0.0315053126800196,0.312726772718736,0.020128068968076,0.273276004960123,0.352177540477348,53660,64.9034364517331,271.3,32.29,10.1426528321377,0.0379128,NA,0.3375,4.561,6.171,1.903,1.891,80.295,0.109,1e+05,79,2024-09-19 21:30:00,-4.07436251473609,NA,1.90335097892221,NA,NA,0.163331212992586,12.327970921071,102936.277037674,2,NA,0.4,0.5,0.02,1.903,NA,5.679596248,2.977064777,0.836830035028233,NA,33,1800,6.12421271692006e-07,NA,0.00110235828904561,NA,0,0.380701480377757,0.336939215850006,2561.42150878906,6.40058252302246,0.0172227806622366,0,4.89171044811595,5.26419610462107,0.050209802101694
69,"CRDS_1","Plot1",1.5,731.834716796875,46.93316917741,0.426138556591826,46.0979428446824,47.7683955101377,-4.03005509265684,0.0961575992931758,-4.21852280528031,-3.84158738003336,-0.14910893578649,0.0594412502933185,-0.265613055695984,-0.0326048158769961,0.843618936333181,0.0299142037298722,0.784987464734849,0.902250407931513,121014,59.3776199447998,630.1,36.51,4.2011258881979,0.0467165,3.2,0.8655,4.884,3.196,1.368,1.891,196.537,0.109,1e+05,67,2024-09-19 22:00:00,-2.79074909160871,NA,1.36795138770068,NA,3.19558043475551,0.0912464655393306,11.5535622394706,102908.534569498,2,NA,0.4,0.5,0.02,1.368,5.266,5.097766098,3.568921658,0.586520947379817,NA,33.5,1800,4.29236391421144e-07,NA,0.000772625504558058,NA,0,0.381474105882315,0.336939215850006,2561.42150878906,6.40058252302246,0.0120711747997776,0,4.90163806975109,5.26419610462107,0.035191256842789
70,"CRDS_1","Plot1",1.5,731.834716796875,15.9213080911642,0.255061893726688,15.4213899147389,16.4212262675895,-0.86280914500977,0.0441068925178446,-0.949258112172759,-0.77636017784678,0.665757417187013,0.0470209192183581,0.573596993510898,0.757917840863128,0.511592427256591,0.023366516806808,0.465794341541804,0.557390512971379,59102,43.37450170891,198.6,26.01,7.13892665183997,0.0638903,4.5,0.2458,2.537,3.612,1.447,1.89,113.351,0.11,1e+05,75,2024-09-19 22:30:00,-5.03293414911882,0.0638903238089839,1.44726394890372,2.53692761841874,3.61165174761308,0.325834641435448,11.6296665119429,102908.265790695,2,NA,0.4,0.5,0.02,1.447,5.953,4.600674945,3.553668758,0.336211859731402,NA,34,1800,2.46051511150281e-07,NA,0.000442892720070506,NA,0,0.381916998602386,0.336939215850006,2561.42150878906,6.40058252302246,0.00691956893731861,0,4.90732888803741,5.26419610462107,0.0201727115838841
71,"CRDS_1","Plot1",1.5,731.834716796875,12.3398114786793,0.180204894131273,11.9866121013017,12.6930108560569,-1.14127975800976,0.0477062128362879,-1.23478334875323,-1.04777616726628,0.0406369724157726,0.0374796392767017,-0.0328226598582856,0.114096604689831,0.577374777462922,0.0221192664804893,0.534021287056233,0.620728267869611,59939,35.0575868799947,118,28.67,8.98779625035399,0.0808498,6.6,0.07296,3.042,2.613,1.499,1.89,89.369,0.11,1e+05,79,2024-09-19 23:00:00,-7.00735995061001,0.0808497786828443,1.49896355011663,3.04241840832789,2.61253420579454,0.657810982456777,11.8272787539645,102913.9715579,2,0.0729648406172064,0.4,0.5,0.02,1.499,6.457,4.413212093,3.35318808,0.0859027720829858,0.0859027720829858,34.5,1800,6.28666308794185e-08,6.28666308794185e-08,0.000113159935582953,0.000113159935582953,0.000113159935582953,0.382030158537969,0.337052375785588,2561.42150878906,6.40058252302246,0.00176796307485959,0.00176796307485959,4.90878290297492,5.26596406769593,0.00515416632497915
72,"CRDS_1","Plot1",1.5,731.834716796875,8.28485906438222,0.185130196495103,7.92200615491443,8.64771197385001,-0.657968998151999,0.0347453903057705,-0.726069536053044,-0.589868460250954,0.4366916254392,0.0348882973757658,0.368310991437611,0.50507225944079,0.29255150350654,0.0159979467207822,0.261195724584218,0.323907282428862,26714,43.3508909186194,151.4,25.56,4.79351954948911,0.0512621,3.7,0.05741,3.414,3.905,1.568,1.89,111.885,0.11,1e+05,76,2024-09-19 23:30:00,-3.19341121131496,0.0512621455740506,1.56826027188276,3.41448911384094,3.90450649518487,0.447796143539055,11.8828539870299,102900.0356303,2,0.0574102660992346,0.4,0.5,0.02,1.568,7.189,4.644298888,3.489874106,0.139341511186718,0.139341511186718,35,1800,1.01974955377381e-07,1.01974955377381e-07,0.000183554919679285,0.000183554919679285,0.000183554919679285,0.382213713457648,0.337235930705268,2561.42150878906,6.40058252302246,0.00286778459646525,0.00286778459646525,4.91114143732447,5.2688318522924,0.0083604906712031
73,"CRDS_1","Plot1",1.5,731.834716796875,5.91362391019269,0.12542865973736,5.66778527890517,6.15946254148022,-0.245518915243295,0.0270635045745598,-0.29856305153866,-0.192474778947931,0.0960759510981453,0.0296051133460772,0.0380502928526419,0.154101609343649,0.247985091988096,0.0148479739889724,0.218883245484394,0.277086938491798,28381,33.6775377893661,90.6,28.2,5.93836559103748,0.052011,NA,0.02027,4.063,4.722,2.274,1.89,90.812,0.11,1e+05,79,2024-09-20,-6.63313309698868,0.0520110014396129,2.27394094247455,4.06330072191347,NA,0.589675873712793,11.9780420302755,102902.617987533,2,0.0202733499942457,0.4,0.5,0.02,2.274,NA,4.838797227,3.427569654,0.190850179447875,NA,35.5,1800,1.39670787026868e-07,NA,0.000251407416648363,NA,0,0.382465120874297,0.337235930705268,2561.42150878906,6.40058252302246,0.00392788337224101,0,4.9143718221539,5.2688318522924,0.0114510107668725
74,"CRDS_1","Plot1",1.5,731.834716796875,15.2828821406457,0.194662508120816,14.9013460175648,15.6644182637265,-1.03273732009777,0.045265426827883,-1.12145700026746,-0.94401763992807,-0.120960977623762,0.0423712040557972,-0.204008016736618,-0.0379139385109074,0.569489589718036,0.0244452557359774,0.521577188962181,0.617401990473891,71818,41.315952825197,171.9,29.87,9.462854430852,0.0664325,4.3,0.1129,3.754,3.369,1.767,1.89,75.875,0.11,1e+05,78,2024-09-20 00:30:00,-5.91369352935901,0.0664325308811632,1.7671704628471,3.75399720597146,3.36937867862452,0.468003263186616,11.9911752739205,102894.717870017,2,NA,0.4,0.5,0.02,1.767,9.733,4.454192137,3.243729589,0.242358847709032,NA,36,1800,1.77366618676356e-07,NA,0.000319259913617441,NA,0,0.382784380787914,0.337235930705268,2561.42150878906,6.40058252302246,0.00498798214801676,0,4.9184740574632,5.2688318522924,0.0145415308625419
75,"CRDS_1","Plot1",1.5,731.834716796875,0.320256567917351,0.034765330592324,0.252116947299771,0.38839618853493,-0.0317706322317387,0.00998077716467139,-0.0513328327885045,-0.0122084316749728,-0.0122212684147334,0.00856733091040913,-0.029013131687549,0.00457059485808227,0.00992203348816447,0.00248339880313024,0.00505460236053389,0.014789464615795,1147,53.2637314734089,148.2,30.46,0.390247649092725,0.0266195,NA,0.08708,10.821,10.429,3.165,1.89,75.239,0.11,1e+05,78,2024-09-20 01:00:00,-3.70901964360087,NA,3.16524778341867,NA,NA,0.204795511616385,11.6407677674079,102891.762383345,2,0.0870775572217631,0.4,0.5,0.02,3.165,NA,4.489985549,3.242847689,0.293867515970189,NA,36.5,1800,2.15062450325844e-07,NA,0.00038711241058652,NA,0,0.383171493198501,0.337235930705268,2561.42150878906,6.40058252302246,0.00604808092379252,0,4.92344814325236,5.2688318522924,0.0176320509582113
76,"CRDS_1","Plot1",1.5,731.834716796875,22.8745128881943,0.22921355133679,22.4252571451195,23.3237686312691,-1.47420477713963,0.0588673663173006,-1.58958409151044,-1.35882546276882,-0.268233360326134,0.047312335776279,-0.360964956873615,-0.175501763778653,0.63896553464074,0.027588261649843,0.584892880928254,0.693038188353226,105729,44.6634130654787,240.4,31.53,10.524033998362,0.0735779,3.9,0.3547,3.425,2.788,1.552,1.89,68.77,0.11,1e+05,78,2024-09-20 01:30:00,-8.92567234373258,0.0735778779049514,1.55243507323273,3.4247188243992,2.78811790689325,0.307710610090553,11.6799624006298,102818.534698847,2,NA,0.4,0.5,0.02,1.552,7.012,4.659191227,3.337222922,0.345376184231345,NA,37,1800,2.52758281975332e-07,NA,0.000454964907555598,NA,0,0.383626458106056,0.337235930705268,2561.42150878906,6.40058252302246,0.00710817969956828,0,4.9292940795214,5.2688318522924,0.0207225710538807
77,"CRDS_1","Plot1",1.5,731.834716796875,5.57685717067047,0.148913229527607,5.28498907127176,5.86872527006919,-0.851992602601181,0.052296623050685,-0.954493340938501,-0.74949186426386,-0.347519629937209,0.0319862329952324,-0.410212253425791,-0.284827006448627,0.224946945971441,0.016207327848645,0.193180782612268,0.256713109330613,18980,40.0041622760801,148.5,27.21,4.12786407138617,0.0540024,3.1,0.0199,4.581,4.959,1.558,1.889,66.167,0.111,1e+05,77,2024-09-20 02:00:00,-4.47552960374927,0.0540023928292761,1.557661805042,NA,NA,0.614697202085634,11.836063477362,102839.99572543,2,0.0199038411443909,0.4,0.5,0.02,1.558,7.078,4.669738439,3.244641265,0.396884852492502,NA,37.5,1800,2.9045411362482e-07,NA,0.000522817404524676,NA,0,0.384149275510581,0.337235930705268,2561.42150878906,6.40058252302246,0.00816827847534403,0,4.9360118662703,5.2688318522924,0.0238130911495501
78,"CRDS_1","Plot1",1.5,731.834716796875,1.35384173781423,0.093360777574446,1.17085576138029,1.53682771424816,-0.219168129437101,0.0217992372149385,-0.261894366417183,-0.176441892457019,-0.0246001121003127,0.0127236701243625,-0.0495383491418072,0.000338124941181718,0.0612024968489288,0.00698976046083461,0.0475026522654233,0.0749023414324343,3805,29.6331406044678,63.9,26.26,1.30607452129265,0.0384277,2.3,0.0002769,5.711,3.802,1.883,1.889,65.903,0.111,1e+05,77,2024-09-20 02:30:00,-2.19139040468757,NA,1.88312273908451,NA,3.80153983901199,0.848118381335433,11.2573671841614,102685.518444666,2,0.000276858176466746,0.4,0.5,0.02,1.883,NA,4.825258358,2.820657233,0.448393520753659,NA,38,1800,3.28149945274308e-07,NA,0.000590669901493754,NA,0,0.384739945412075,0.337235930705268,2561.42150878906,6.40058252302246,0.00922837725111979,0,4.94360150349908,5.2688318522924,0.0269036112452195
79,"CRDS_1","Plot1",1.5,731.834716796875,3.15250157442816,0.10601407878654,2.94471528315579,3.36028786570053,-0.456924570411333,0.0260060355050821,-0.507896080329172,-0.405953060493494,0.418298802485571,0.0349325660624302,0.34983140240228,0.486766202568862,0.10666996247728,0.00790944008653346,0.0911675571323161,0.122172367822243,10218,45.0379819925621,148.4,25.46,2.16334129810669,0.0488316,NA,0.0742,4.623,6.291,1.586,1.889,124.79,0.111,1e+05,74,2024-09-20 03:00:00,-5.52607081342886,NA,1.58567967856771,NA,NA,0.395191622522243,10.5749639311474,102650.535676023,2,0.0741951122651031,0.4,0.5,0.02,1.586,7.392,5.182063666,3.183757029,0.499902189014816,NA,38.5,1800,3.65845776923796e-07,NA,0.000658522398462832,NA,0,0.385398467810537,0.337235930705268,2561.42150878906,6.40058252302246,0.0102884760268955,0,4.95206299120772,5.2688318522924,0.0299941313408889
80,"CRDS_1","Plot1",1.5,731.834716796875,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.0121794,NA,8.491e-06,8.353,8.009,2.095,1.889,160.745,0.111,1e+05,64,2024-09-20 03:30:00,-0.589581536715448,NA,2.09482691917476,NA,NA,0.374896205904581,9.78361376399459,102591.723003183,2,8.49136921165318e-06,0.4,0.5,0.02,2.095,NA,5.488574235,3.595892897,0.551410857275973,NA,39,1800,4.03541608573283e-07,NA,0.00072637489543191,NA,0,0.386124842705969,0.337235930705268,2561.42150878906,6.40058252302246,0.0113485748026713,0,4.96139632939624,5.2688318522924,0.0330846514365584
81,"CRDS_1","Plot1",1.5,731.834716796875,0.0173852202158952,0.010601339591879,-0.00339327507010253,0.038163715501893,-0.00424162084002456,0.00258050293092607,-0.00929937486450887,0.000816133184459746,-0.00168892538238708,0.00159170898235734,-0.00480865542215749,0.00143080465738334,0.000488039943169239,0.000398041328644413,-0.000292116168158984,0.00126819605449746,21,78.3666666666667,105.7,7.6,0.00590761967943516,0.0196593,NA,0.002622,5.245,5.193,1.245,1.889,177.971,0.111,1e+05,59,2024-09-20 04:00:00,-0.497116746786553,NA,1.24493505005185,NA,NA,0.32337852070644,9.37601910482337,102596.855664508,2,0.00262236306246088,0.4,0.5,0.02,1.245,4.373,5.975923968,4.350596161,0.602919525537129,NA,39.5,1800,4.41237440222771e-07,NA,0.000794227392400988,NA,0,0.38691907009837,0.337235930705268,2561.42150878906,6.40058252302246,0.0124086735784471,0,4.97160151806462,5.2688318522924,0.0361751715322278
