"hours","Compound","Mass_Emission","Cumulative_Mass"
3.5,"Trimethylamine",0,0.290764825462887
4,"2,3-Butanedione",0.173478424500524,2.25785238107569
4,"2-Butanone",0.0282637999662617,3.98765288919324
4,"3-Methylindole",0.0648660303456399,0.634279264908299
4,"4-Ethylphenol",0.39898986067914,5.12083623927489
4,"4-Methylphenol",1.56840421297988,22.6066725981469
4,"Acetaldehyde",1.39108530729388,26.6661191244324
4,"Acetic Acid",27.0851263683246,273.547363178169
4,"Acetone",0,0.529018755396616
4,"Butanoic Acid",8.14525221341237,81.3947596019087
4,"Dimethyl Sulfide",0.0656486892157666,0.802438616968962
4,"Formic Acid",0,0.405257518301497
4,"Hydrogen Sulfide",0,1.975311535147
4,"Isoprene",0.0852198836890579,1.7936724312329
4,"Methanethiol",0,0.0543473619510167
4,"Methanol",0,3.12594796763014
4,"Pentanoic Acid",3.7060975466359,36.2103548218534
4,"Phenol",0.65416538385709,8.48391670294322
4,"Propionic Acid",7.05335529100527,69.4572117920805
4,"Trimethylamine",0,0.290764825462887
4.5,"2,3-Butanedione",0.176024415428042,2.43387679650373
4.5,"2-Butanone",0,3.98765288919324
4.5,"3-Methylindole",0.0338023487087399,0.668081613617039
4.5,"4-Ethylphenol",0.256780953154845,5.37761719242973
4.5,"4-Methylphenol",0.89449979807458,23.5011723962215
4.5,"Acetaldehyde",1.07446732200045,27.7405864464328
4.5,"Acetic Acid",15.7870145272555,289.334377705424
4.5,"Acetone",0,0.529018755396616
4.5,"Butanoic Acid",4.86196762224555,86.2567272241543
4.5,"Dimethyl Sulfide",0.0562513974858819,0.858690014454844
4.5,"Formic Acid",0.0498914324888393,0.455148950790336
4.5,"Hydrogen Sulfide",0.149081965081189,2.12439350022819
4.5,"Isoprene",0.0333480079852226,1.82702043921812
4.5,"Methanethiol",0,0.0543473619510167
4.5,"Methanol",0,3.12594796763014
4.5,"Pentanoic Acid",2.1800596811504,38.3904145030038
4.5,"Phenol",0.420018355207194,8.90393505815041
4.5,"Propionic Acid",4.08340140865177,73.5406132007322
4.5,"Trimethylamine",0.00826162185858653,0.299026447321474
5,"2,3-Butanedione",0.104782801148642,2.53865959765238
5,"2-Butanone",0,3.98765288919324
5,"3-Methylindole",0.0121886213918648,0.680270235008904
5,"4-Ethylphenol",0.156847194213315,5.53446438664305
5,"4-Methylphenol",0.539055131315115,24.0402275275366
5,"Acetaldehyde",0.680082862254472,28.4206693086873
5,"Acetic Acid",9.2335040359659,298.56788174139
5,"Acetone",0,0.529018755396616
5,"Butanoic Acid",2.8901848698399,89.1469120939942
5,"Dimethyl Sulfide",0.0485615796351946,0.907251594090039
5,"Formic Acid",0,0.455148950790336
5,"Hydrogen Sulfide",0,2.12439350022819
5,"Isoprene",0.0661963996260288,1.89321683884415
5,"Methanethiol",0,0.0543473619510167
5,"Methanol",0,3.12594796763014
5,"Pentanoic Acid",1.32135225817967,39.7117667611834
5,"Phenol",0.238195298456874,9.14213035660729
5,"Propionic Acid",2.45474129336786,75.9953544941001
5,"Trimethylamine",0.0227838890698264,0.3218103363913
5.5,"2,3-Butanedione",0.066642335757707,2.60530193341008
5.5,"2-Butanone",0,3.98765288919324
5.5,"3-Methylindole",0.0123627703108402,0.692633005319744
5.5,"4-Ethylphenol",0.164411435464719,5.69887582210777
5.5,"4-Methylphenol",0.684299886990959,24.7245274145276
5.5,"Acetaldehyde",0.646058753646373,29.0667280623337
5.5,"Acetic Acid",10.6653714249437,309.233253166334
5.5,"Acetone",0,0.529018755396616
5.5,"Butanoic Acid",3.37595898509126,92.5228710790854
5.5,"Dimethyl Sulfide",0.0429670711181267,0.950218665208165
5.5,"Formic Acid",0,0.455148950790336
5.5,"Hydrogen Sulfide",0.028998749139687,2.15339224936788
5.5,"Isoprene",0.0726641966982891,1.96588103554244
5.5,"Methanethiol",0,0.0543473619510167
5.5,"Methanol",0,3.12594796763014
5.5,"Pentanoic Acid",1.5627179280948,41.2744846892782
5.5,"Phenol",0.271196473838924,9.41332683044621
5.5,"Propionic Acid",2.78878028988427,78.7841347839844
5.5,"Trimethylamine",0,0.3218103363913
6,"2,3-Butanedione",0.0847341444108368,2.69003607782092
6,"2-Butanone",0.00997765869092608,3.99763054788417
6,"3-Methylindole",0.045959908126322,0.738592913446066
6,"4-Ethylphenol",0.158416395780407,5.85729221788817
6,"4-Methylphenol",0.557055603827507,25.2815830183551
6,"Acetaldehyde",0.64118845469001,29.7079165170237
6,"Acetic Acid",8.70463886817988,317.937892034514
6,"Acetone",0,0.529018755396616
6,"Butanoic Acid",2.80952772910554,95.332398808191
6,"Dimethyl Sulfide",0.0335859361808118,0.983804601388977
6,"Formic Acid",0,0.455148950790336
6,"Hydrogen Sulfide",0.158514091775473,2.31190634114335
6,"Isoprene",0.0269011018180378,1.99278213736048
6,"Methanethiol",0.00240169621725102,0.0567490581682677
6,"Methanol",0,3.12594796763014
6,"Pentanoic Acid",1.38744109140196,42.6619257806802
6,"Phenol",0.262172071369829,9.67549890181604
6,"Propionic Acid",2.35461533977277,81.1387501237571
6,"Trimethylamine",0.0101520932262283,0.331962429617529
6.5,"2,3-Butanedione",0.0883009203613063,2.77833699818223
6.5,"2-Butanone",0.0191396476716557,4.01677019555582
6.5,"3-Methylindole",0,0.738592913446066
6.5,"4-Ethylphenol",0.105701861781106,5.96299407966928
6.5,"4-Methylphenol",0.432672686105668,25.7142557044607
6.5,"Acetaldehyde",0.567337315342629,30.2752538323663
6.5,"Acetic Acid",5.1190271011975,323.056919135711
6.5,"Acetone",0,0.529018755396616
6.5,"Butanoic Acid",1.76553283979321,97.0979316479842
6.5,"Dimethyl Sulfide",0.0105514874573254,0.994356088846303
6.5,"Formic Acid",0,0.455148950790336
6.5,"Hydrogen Sulfide",0,2.31190634114335
6.5,"Isoprene",0.0344176136096667,2.02719975097014
6.5,"Methanethiol",0.00251527420763444,0.0592643323759021
6.5,"Methanol",0,3.12594796763014
6.5,"Pentanoic Acid",0.872814640502852,43.534740421183
6.5,"Phenol",0.175481119012583,9.85098002082862
6.5,"Propionic Acid",1.47153688047247,82.6102870042296
6.5,"Trimethylamine",0.00951718771065058,0.341479617328179
7,"2,3-Butanedione",0.0788704790076613,2.85720747718989
7,"2-Butanone",0,4.01677019555582
7,"3-Methylindole",0,0.738592913446066
7,"4-Ethylphenol",0.104519860933779,6.06751394060306
7,"4-Methylphenol",0.405407543263812,26.1196632477245
7,"Acetaldehyde",0.155098150131008,30.4303519824973
7,"Acetic Acid",3.19957525123435,326.256494386946
7,"Acetone",0,0.529018755396616
7,"Butanoic Acid",1.27797147614505,98.3759031241292
7,"Dimethyl Sulfide",0,0.994356088846303
7,"Formic Acid",0,0.455148950790336
7,"Hydrogen Sulfide",0.471386554055369,2.78329289519872
7,"Isoprene",0,2.02719975097014
7,"Methanethiol",0,0.0592643323759021
7,"Methanol",0,3.12594796763014
7,"Pentanoic Acid",0.65138932110687,44.1861297422899
7,"Phenol",0.17193863006831,10.0229186508969
7,"Propionic Acid",1.0621827965046,83.6724698007342
7,"Trimethylamine",0.000645890300524895,0.342125507628704
7.5,"2,3-Butanedione",0.0800131914652492,2.93722066865514
7.5,"2-Butanone",0.0248314103701242,4.04160160592594
7.5,"3-Methylindole",0.013431810274813,0.752024723720879
7.5,"4-Ethylphenol",0.120568746170518,6.18808268677358
7.5,"4-Methylphenol",0.385133926326193,26.5047971740507
7.5,"Acetaldehyde",0.32009563414419,30.7504476166415
7.5,"Acetic Acid",2.50532747386235,328.761821860808
7.5,"Acetone",0,0.529018755396616
7.5,"Butanoic Acid",0.986431392755767,99.362334516885
7.5,"Dimethyl Sulfide",0.0326283012001866,1.02698439004649
7.5,"Formic Acid",0.00772776882578786,0.462876719616124
7.5,"Hydrogen Sulfide",0.00882792048014865,2.79212081567887
7.5,"Isoprene",0.0206599564410993,2.04785970741124
7.5,"Methanethiol",0.00864555121464914,0.0679098835905513
7.5,"Methanol",0,3.12594796763014
7.5,"Pentanoic Acid",0.530855107554767,44.7169848498447
7.5,"Phenol",0.174436577529958,10.1973552284269
7.5,"Propionic Acid",0.774296610433674,84.4467664111679
7.5,"Trimethylamine",0,0.342125507628704
8,"2,3-Butanedione",0.0885606999999249,3.02578136865506
8,"2-Butanone",0.0801701088928636,4.12177171481881
8,"3-Methylindole",0.00433700646099063,0.75636173018187
8,"4-Ethylphenol",0.0587218995496281,6.2468045863232
8,"4-Methylphenol",0.21615333903988,26.7209505130906
8,"Acetaldehyde",0.128027503684929,30.8784751203264
8,"Acetic Acid",1.32866408760792,330.090485948416
8,"Acetone",0,0.529018755396616
8,"Butanoic Acid",0.46746507660536,99.8297995934904
8,"Dimethyl Sulfide",0.0452335968977402,1.07221798694423
8,"Formic Acid",0.0265014348602488,0.489378154476373
8,"Hydrogen Sulfide",0.132932654329112,2.92505347000798
8,"Isoprene",0.00404295311166028,2.0519026605229
8,"Methanethiol",0.00294716696773226,0.0708570505582835
8,"Methanol",0.050365910941391,3.17631387857153
8,"Pentanoic Acid",0.247146768968807,44.9641316188135
8,"Phenol",0.103515089169204,10.3008703175961
8,"Propionic Acid",0.334628095455373,84.7813945066233
8,"Trimethylamine",0,0.342125507628704
8.5,"2,3-Butanedione",0.0886653670822798,3.11444673573734
8.5,"2-Butanone",0.0855005681187978,4.20727228293761
8.5,"3-Methylindole",0.00413986980367287,0.760501599985542
8.5,"4-Ethylphenol",0.0571384953758376,6.30394308169904
8.5,"4-Methylphenol",0.210566976489323,26.9315174895799
8.5,"Acetaldehyde",0.127152099475877,31.0056272198023
8.5,"Acetic Acid",1.27964161813142,331.370127566547
8.5,"Acetone",0.00497188765087117,0.533990643047488
8.5,"Butanoic Acid",0.449855567876769,100.279655161367
8.5,"Dimethyl Sulfide",0.0432967930948493,1.11551478003908
8.5,"Formic Acid",0.0274823529379299,0.516860507414303
8.5,"Hydrogen Sulfide",0.126890260950516,3.0519437309585
8.5,"Isoprene",0.00385918251567572,2.05576184303858
8.5,"Methanethiol",0.00281320483283534,0.0736702553911189
8.5,"Methanol",0.0562706093748538,3.23258448794639
8.5,"Pentanoic Acid",0.237536477251762,45.2016680960652
8.5,"Phenol",0.10059915572028,10.4014694733164
8.5,"Propionic Acid",0.319888661593457,85.1012831682167
8.5,"Trimethylamine",0.000467655639999526,0.342593163268704
9,"2,3-Butanedione",0.0887700341646347,3.20321676990198
9,"2-Butanone",0.0908310273447321,4.29810331028234
9,"3-Methylindole",0.00394273314635511,0.764444333131898
9,"4-Ethylphenol",0.0555550912020472,6.35949817290109
9,"4-Methylphenol",0.204980613938766,27.1364981035187
9,"Acetaldehyde",0.126276695266825,31.1319039150691
9,"Acetic Acid",1.23061914865491,332.600746715202
9,"Acetone",0.00994377530174233,0.54393441834923
9,"Butanoic Acid",0.432246059148178,100.711901220515
9,"Dimethyl Sulfide",0.0413599892919584,1.15687476933104
9,"Formic Acid",0.0284632710156111,0.545323778429914
9,"Hydrogen Sulfide",0.12084786757192,3.17279159853042
9,"Isoprene",0.00367541191969116,2.05943725495827
9,"Methanethiol",0.00267924269793842,0.0763494980890573
9,"Methanol",0.0621753078083165,3.2947597957547
9,"Pentanoic Acid",0.227926185534718,45.4295942816
9,"Phenol",0.0976832222713565,10.4991526955877
9,"Propionic Acid",0.305149227731541,85.4064323959483
9,"Trimethylamine",0.000935311279999051,0.343528474548703
9.5,"2,3-Butanedione",0.0888747012469895,3.29209147114897
9.5,"2-Butanone",0.0961614865706663,4.394264796853
9.5,"3-Methylindole",0.00374559648903736,0.768189929620935
9.5,"4-Ethylphenol",0.0539716870282567,6.41346985992934
9.5,"4-Methylphenol",0.199394251388208,27.3358923549069
9.5,"Acetaldehyde",0.125401291057773,31.2573052061269
9.5,"Acetic Acid",1.18159667917841,333.782343394381
9.5,"Acetone",0.0149156629526135,0.558850081301843
9.5,"Butanoic Acid",0.414636550419587,101.126537770935
9.5,"Dimethyl Sulfide",0.0394231854890675,1.1962979548201
9.5,"Formic Acid",0.0294441890932923,0.574767967523206
9.5,"Hydrogen Sulfide",0.114805474193324,3.28759707272374
9.5,"Isoprene",0.0034916413237066,2.06292889628198
9.5,"Methanethiol",0.0025452805630415,0.0788947786520988
9.5,"Methanol",0.0680800062417793,3.36283980199648
9.5,"Pentanoic Acid",0.218315893817673,45.6479101754176
9.5,"Phenol",0.0947672888224327,10.5939199844102
9.5,"Propionic Acid",0.290409793869625,85.6968421898179
9.5,"Trimethylamine",0.00140296691999858,0.344931441468701
10,"2,3-Butanedione",0.0889793683293444,3.38107083947831
10,"2-Butanone",0.101491945796601,4.49575674264961
10,"3-Methylindole",0.0035484598317196,0.771738389452654
10,"4-Ethylphenol",0.0523882828544663,6.46585814278381
10,"4-Methylphenol",0.193807888837651,27.5297002437446
10,"Acetaldehyde",0.124525886848721,31.3818310929756
10,"Acetic Acid",1.13257420970191,334.914917604083
10,"Acetone",0.0198875506034847,0.578737631905328
10,"Butanoic Acid",0.397027041690996,101.523564812626
10,"Dimethyl Sulfide",0.0374863816861766,1.23378433650628
10,"Formic Acid",0.0304251071709735,0.60519307469418
10,"Hydrogen Sulfide",0.108763080814728,3.39636015353847
10,"Isoprene",0.00330787072772204,2.0662367670097
10,"Methanethiol",0.00241131842814458,0.0813060970802434
10,"Methanol",0.073984704675242,3.43682450667172
10,"Pentanoic Acid",0.208705602100628,45.8566157775183
10,"Phenol",0.0918513553735089,10.6857713397837
10,"Propionic Acid",0.27567036000771,85.9725125498256
10,"Trimethylamine",0.0018706225599981,0.346802064028699
10.5,"2,3-Butanedione",0.0890840354116993,3.47015487489001
10.5,"2-Butanone",0.106822405022535,4.60257914767214
10.5,"3-Methylindole",0.00335132317440185,0.775089712627056
10.5,"4-Ethylphenol",0.0508048786806758,6.51666302146449
10.5,"4-Methylphenol",0.188221526287094,27.7179217700317
10.5,"Acetaldehyde",0.12365048263967,31.5054815756153
10.5,"Acetic Acid",1.0835517402254,335.998469344308
10.5,"Acetone",0.0248594382543558,0.603597070159684
10.5,"Butanoic Acid",0.379417532962405,101.902982345588
10.5,"Dimethyl Sulfide",0.0355495778832857,1.26933391438957
10.5,"Formic Acid",0.0314060252486546,0.636599099942834
10.5,"Hydrogen Sulfide",0.102720687436132,3.4990808409746
10.5,"Isoprene",0.00312410013173749,2.06936086714144
10.5,"Methanethiol",0.00227735629324766,0.083583453373491
10.5,"Methanol",0.0798894031087048,3.51671390978043
10.5,"Pentanoic Acid",0.199095310383584,46.0557110879018
10.5,"Phenol",0.0889354219245851,10.7747067617083
10.5,"Propionic Acid",0.260930926145794,86.2334434759714
10.5,"Trimethylamine",0.00233827819999763,0.349140342228697
11,"2,3-Butanedione",0.0891887024940542,3.55934357738406
11,"2-Butanone",0.112152864248469,4.71473201192061
11,"3-Methylindole",0.00315418651708409,0.77824389914414
11,"4-Ethylphenol",0.0492214745068854,6.56588449597137
11,"4-Methylphenol",0.182635163736537,27.9005569337682
11,"Acetaldehyde",0.122775078430618,31.6282566540459
11,"Acetic Acid",1.0345292707489,337.032998615057
11,"Acetone",0.029831325905227,0.633428396064911
11,"Butanoic Acid",0.361808024233814,102.264790369822
11,"Dimethyl Sulfide",0.0336127740803949,1.30294668846996
11,"Formic Acid",0.0323869433263358,0.66898604326917
11,"Hydrogen Sulfide",0.096678294057536,3.59575913503214
11,"Isoprene",0.00294032953575293,2.07230119667719
11,"Methanethiol",0.00214339415835074,0.0857268475318418
11,"Methanol",0.0857941015421675,3.6025080113226
11,"Pentanoic Acid",0.189485018666539,46.2451961065684
11,"Phenol",0.0860194884756614,10.8607262501839
11,"Propionic Acid",0.246191492283878,86.4796349682553
11,"Trimethylamine",0.00280593383999715,0.351946276068694
11.5,"2,3-Butanedione",0.0892933695764091,3.64863694696047
11.5,"2-Butanone",0.117483323474403,4.83221533539501
11.5,"3-Methylindole",0.00295704985976634,0.781200949003907
11.5,"4-Ethylphenol",0.0476380703330949,6.61352256630447
11.5,"4-Methylphenol",0.17704880118598,28.0776057349542
11.5,"Acetaldehyde",0.121899674221566,31.7501563282675
11.5,"Acetic Acid",0.985506801272395,338.018505416329
11.5,"Acetone",0.0348032135560982,0.668231609621009
11.5,"Butanoic Acid",0.344198515505223,102.608988885327
11.5,"Dimethyl Sulfide",0.031675970277504,1.33462265874747
11.5,"Formic Acid",0.033367861404017,0.702353904673187
11.5,"Hydrogen Sulfide",0.09063590067894,3.68639503571108
11.5,"Isoprene",0.00275655893976837,2.07505775561696
11.5,"Methanethiol",0.00200943202345382,0.0877362795552956
11.5,"Methanol",0.0916987999756303,3.69420681129823
11.5,"Pentanoic Acid",0.179874726949494,46.4250708335179
11.5,"Phenol",0.0831035550267375,10.9438298052107
11.5,"Propionic Acid",0.231452058421962,86.7110870266772
11.5,"Trimethylamine",0.00327358947999668,0.355219865548691
12,"2,3-Butanedione",0.0893980366587639,3.73803498361924
12,"2-Butanone",0.122813782700337,4.95502911809535
12,"3-Methylindole",0.00275991320244858,0.783960862206355
12,"4-Ethylphenol",0.0460546661593045,6.65957723246377
12,"4-Methylphenol",0.171462438635423,28.2490681735896
12,"Acetaldehyde",0.121024270012514,31.87118059828
12,"Acetic Acid",0.936484331795891,338.954989748125
12,"Acetone",0.0397751012069693,0.708006710827978
12,"Butanoic Acid",0.326589006776632,102.935577892104
12,"Dimethyl Sulfide",0.0297391664746131,1.36436182522208
12,"Formic Acid",0.0343487794816981,0.736702684154885
12,"Hydrogen Sulfide",0.084593507300344,3.77098854301142
12,"Isoprene",0.00257278834378381,2.07763054396074
12,"Methanethiol",0.00187546988855689,0.0896117494438525
12,"Methanol",0.097603498409093,3.79181030970732
12,"Pentanoic Acid",0.17026443523245,46.5953352687503
12,"Phenol",0.0801876215778137,11.0240174267885
12,"Propionic Acid",0.216712624560046,86.9277996512373
12,"Trimethylamine",0.0037412451199962,0.358961110668687
12.5,"2,3-Butanedione",0.0895027037411188,3.82753768736036
12.5,"2-Butanone",0.128144241926272,5.08317336002162
12.5,"3-Methylindole",0.00256277654513082,0.786523638751486
12.5,"4-Ethylphenol",0.044471261985514,6.70404849444929
12.5,"4-Methylphenol",0.165876076084866,28.4149442496745
12.5,"Acetaldehyde",0.120148865803462,31.9913294640835
12.5,"Acetic Acid",0.887461862319387,339.842451610445
12.5,"Acetone",0.0447469888578405,0.752753699685819
12.5,"Butanoic Acid",0.308979498048041,103.244557390152
12.5,"Dimethyl Sulfide",0.0278023626717222,1.3921641878938
12.5,"Formic Acid",0.0353296975593793,0.772032381714265
12.5,"Hydrogen Sulfide",0.078551113921748,3.84953965693317
12.5,"Isoprene",0.00238901774779925,2.08001956170854
12.5,"Methanethiol",0.00174150775365997,0.0913532571975124
12.5,"Methanol",0.103508196842556,3.89531850654988
12.5,"Pentanoic Acid",0.160654143515405,46.7559894122657
12.5,"Phenol",0.0772716881288899,11.1012891149174
12.5,"Propionic Acid",0.20197319069813,87.1297728419354
12.5,"Trimethylamine",0.00420890075999573,0.363170011428683
13,"2,3-Butanedione",0.0896073708234737,3.91714505818383
13,"2-Butanone",0.133474701152206,5.21664806117383
13,"3-Methylindole",0.00236563988781307,0.788889278639299
13,"4-Ethylphenol",0.0428878578117235,6.74693635226101
13,"4-Methylphenol",0.160289713534308,28.5752339632088
13,"Acetaldehyde",0.11927346159441,32.1106029256779
13,"Acetic Acid",0.838439392842883,340.680891003287
13,"Acetone",0.0497188765087116,0.80247257619453
13,"Butanoic Acid",0.29136998931945,103.535927379471
13,"Dimethyl Sulfide",0.0258655588688313,1.41802974676263
13,"Formic Acid",0.0363106156370605,0.808342997351325
13,"Hydrogen Sulfide",0.072508720543152,3.92204837747632
