"hours","Category","Contribution"
95,"Phenol",0.883794314350387
95,"VFA",2.23346390960826
95,"VSC",1.09888797023753
95.5,"Indole",0
95.5,"Other",0
95.5,"Phenol",0
95.5,"VFA",0
95.5,"VSC",0
96,"Indole",0
96,"Other",0
96,"Phenol",0
96,"VFA",0
96,"VSC",0
96.5,"Indole",0
96.5,"Other",0
96.5,"Phenol",0
96.5,"VFA",0
96.5,"VSC",0
97,"Indole",0
97,"Other",0
97,"Phenol",0
97,"VFA",0
97,"VSC",0
97.5,"Indole",0
97.5,"Other",0
97.5,"Phenol",0
97.5,"VFA",0
97.5,"VSC",0
98,"Indole",0
98,"Other",0
98,"Phenol",0
98,"VFA",0
98,"VSC",0
98.5,"Indole",0
98.5,"Other",0
98.5,"Phenol",0
98.5,"VFA",0
98.5,"VSC",0
99,"Indole",0
99,"Other",0
99,"Phenol",0
99,"VFA",0
99,"VSC",0
99.5,"Indole",0
99.5,"Other",0
99.5,"Phenol",0
99.5,"VFA",0
99.5,"VSC",0
100,"Indole",0
100,"Other",0
100,"Phenol",0
100,"VFA",0
100,"VSC",0
100.5,"Indole",0
100.5,"Other",0
100.5,"Phenol",0
100.5,"VFA",0
100.5,"VSC",0
101,"Indole",0
101,"Other",0
101,"Phenol",0
101,"VFA",0
101,"VSC",0
101.5,"Indole",0
101.5,"Other",0
101.5,"Phenol",0
101.5,"VFA",0
101.5,"VSC",0
102,"Indole",0
102,"Other",0
102,"Phenol",0
102,"VFA",0
102,"VSC",0
102.5,"Indole",0
102.5,"Other",0
102.5,"Phenol",0
102.5,"VFA",0
102.5,"VSC",0
103,"Indole",0
103,"Other",0
103,"Phenol",0
103,"VFA",0
103,"VSC",0
103.5,"Indole",0
103.5,"Other",0
103.5,"Phenol",0
103.5,"VFA",0
103.5,"VSC",0
104,"Indole",0
104,"Other",0
104,"Phenol",0
104,"VFA",0
104,"VSC",0
104.5,"Indole",0
104.5,"Other",0
104.5,"Phenol",0
104.5,"VFA",0
104.5,"VSC",0
105,"Indole",0
105,"Other",0
105,"Phenol",0
105,"VFA",0
105,"VSC",0
105.5,"Indole",0
105.5,"Other",0
105.5,"Phenol",0
105.5,"VFA",0
105.5,"VSC",0
106,"Indole",0
106,"Other",0
106,"Phenol",0
106,"VFA",0
106,"VSC",0
106.5,"Indole",0
106.5,"Other",0
106.5,"Phenol",0
106.5,"VFA",0
106.5,"VSC",0
107,"Indole",0
107,"Other",0
107,"Phenol",0
107,"VFA",0
107,"VSC",0
107.5,"Indole",0
107.5,"Other",0
107.5,"Phenol",0
107.5,"VFA",0
107.5,"VSC",0
108,"Indole",0
108,"Other",0
108,"Phenol",0
108,"VFA",0
108,"VSC",0
108.5,"Indole",0
108.5,"Other",0
108.5,"Phenol",0
108.5,"VFA",0
108.5,"VSC",0
109,"Indole",0
109,"Other",0
109,"Phenol",0
109,"VFA",0
109,"VSC",0
109.5,"Indole",0
109.5,"Other",0
109.5,"Phenol",0
109.5,"VFA",0
109.5,"VSC",0
110,"Indole",0
110,"Other",0
110,"Phenol",0
110,"VFA",0
110,"VSC",0
110.5,"Indole",0
110.5,"Other",0
110.5,"Phenol",0
110.5,"VFA",0
110.5,"VSC",0
111,"Indole",0
111,"Other",0
111,"Phenol",0
111,"VFA",0
111,"VSC",0
111.5,"Indole",0
111.5,"Other",0
111.5,"Phenol",0
111.5,"VFA",0
111.5,"VSC",0
112,"Indole",0
112,"Other",0
112,"Phenol",0
112,"VFA",0
112,"VSC",0
112.5,"Indole",0
112.5,"Other",0
112.5,"Phenol",0
112.5,"VFA",0
112.5,"VSC",0
113,"Indole",0
113,"Other",0
113,"Phenol",0
113,"VFA",0
113,"VSC",0
113.5,"Indole",0
113.5,"Other",0
113.5,"Phenol",0
113.5,"VFA",0
113.5,"VSC",0
114,"Indole",0
114,"Other",0
114,"Phenol",0
114,"VFA",0
114,"VSC",0
114.5,"Indole",0
114.5,"Other",0
114.5,"Phenol",0
114.5,"VFA",0
114.5,"VSC",0
115,"Indole",0
115,"Other",0
115,"Phenol",0
115,"VFA",0
115,"VSC",0
115.5,"Indole",0
115.5,"Other",0
115.5,"Phenol",0
115.5,"VFA",0
115.5,"VSC",0
116,"Indole",0
116,"Other",0
116,"Phenol",0
116,"VFA",0
116,"VSC",0
116.5,"Indole",0
116.5,"Other",0
116.5,"Phenol",0
116.5,"VFA",0
116.5,"VSC",0
117,"Indole",0
117,"Other",0
117,"Phenol",0
117,"VFA",0
117,"VSC",0
117.5,"Indole",0
117.5,"Other",0
117.5,"Phenol",0
117.5,"VFA",0
117.5,"VSC",0
118,"Indole",0
118,"Other",0
118,"Phenol",0
118,"VFA",0
118,"VSC",0
118.5,"Indole",0
118.5,"Other",0
118.5,"Phenol",0
118.5,"VFA",0
118.5,"VSC",0
119,"Indole",0
119,"Other",0
119,"Phenol",0
119,"VFA",0
119,"VSC",0
119.5,"Indole",0
119.5,"Other",0
119.5,"Phenol",0
119.5,"VFA",0
119.5,"VSC",0
