RoundedTime,Cycle number,m_z_33_methanol,m/z_35_H2S,m_z_109_4-Methylphenol,m_z_61+43_acetic_acid,m_z_71+89_butanoic_acid,m_z_85+103_pentanoic_acid,m_z_57+75_propanoic_acid,m_z_45.00_acetaldheyde,m_z_47.00_formic_acid,m_z_49.00_methanthiol,m_z_59.00_acetone,m_z_60.00_trimethylamine,m_z_63.00_dimethyl_sulfide,m_z_69.00_isopren,m_z_73.00_2_butanone,m_z_79.00_benzen,m_z_87.00_2_3_butandion,m_z_95.00_phenol,m_z_123.00_4_ethyl_phenol,m_z_132.00_3_methyl_indole,m_z_33_methanol_ug,m_z_35_H2S_ug,m_z_109_4-Methylphenol_ug,m_z_61+43_acetic_acid_ug,m_z_71+89_butanoic_acid_ug,m_z_85+103_pentanoic_acid_ug,m_z_45.00_acetladheyde_ug,m_z_47.00_formic_acid_ug,m_z_49.00_methanthiol_ug,m_z_59.00_acetone_ug,m_z_63.00_dimethyl_sulfide_ug,m_z_73.00_2_butanone_ug,m_z_87.00_2_3_butandion_ug,m_z_95.00_phenol_ug,m_z_109.00_4_methyl_phenol_ug,m_z_123.00_4_ethyl_phenol_ug,m_z_132.00_3_methyl_indole_ug,m_z_57+75_propanoic_acid_ug,m_z_60.00_trimethylamine_ug,m_z_69.00_isoprene_ug
21/09/2024 14.00,13136.5,27.97486336,4.209566174,0.113273179,8.788868516,1.083153452,0.53935383,1.385431316,9.351894319,4.298728866,0.117194461,13.3078059,0.562027707,0.176085312,0.3937361,1.367958186,0.182236895,0.632703732,0.162934055,0.143643342,0.172756049,36.64347847,5.851705015,0.500616675,21.57546804,3.945430762,2.251578566,16.92988205,8.088595488,0.230092464,31.59158288,0.44665397,4.087937165,2.226424401,0.626695488,0.500616675,0.717181599,0.926128968,4.195231663,1.357918599,1.096066939
21/09/2024 14.30,13204.5,28.08272391,4.033876038,0.126450209,8.744506984,1.105122863,0.569335252,1.406331376,9.349969793,4.228991982,0.108284244,12.99063349,0.546407343,0.170153608,0.398068622,1.332985402,0.196820245,0.660033715,0.165429675,0.165283247,0.143065252,36.78476194,5.607478696,0.558853241,21.46656656,4.025455242,2.376738566,16.92639805,7.957376827,0.212598686,30.83864294,0.431607745,3.983426261,2.322596018,0.636294427,0.558853241,0.825225185,0.76695939,4.258519241,1.320178142,1.108127643
21/09/2024 15.00,13273,27.82618622,3.674958432,0.119250026,8.23221474,0.973792789,0.504503448,1.309426585,8.855687917,3.951637383,0.1265135,13.08140066,0.544328638,0.180544744,0.409496743,1.319730831,0.18920178,0.604371054,0.164644431,0.15659625,0.146615224,36.44873051,5.108548434,0.527031663,20.20895929,3.547080073,2.106092675,16.03159176,7.435499493,0.248388896,31.05411636,0.457965662,3.943816972,2.126724398,0.633274131,0.527031663,0.781852797,0.785990456,3.965081347,1.31515577,1.139940793
21/09/2024 15.30,13341.5,28.19893538,4.093643661,0.123686814,7.923623639,0.971601743,0.506617279,1.301976941,8.298050497,3.569726721,0.114037377,12.95196908,0.484610235,0.187457507,0.412922941,1.309223385,0.18805874,0.576269534,0.172644547,0.158031632,0.150856926,36.93698404,5.690561486,0.546640274,19.45141042,3.5390991,2.11491704,15.02209192,6.716886863,0.223894036,30.74685697,0.475500421,3.912417051,2.027837814,0.664045088,0.546640274,0.789019366,0.808729821,3.942523042,1.17086977,1.149478506
21/09/2024 16.00,13409.5,28.1077336,4.172752735,0.119653189,7.827930875,0.99558697,0.51635852,1.276545271,7.851119685,3.30700506,0.117802911,12.90283855,0.51031118,0.196961492,0.365253267,1.226562473,0.196605177,0.571185747,0.166032761,0.148755411,0.154844998,36.81752142,5.800530767,0.52881346,19.21649779,3.626466269,2.155582681,14.21300601,6.22254323,0.231287056,30.63022534,0.499608011,3.665397356,2.00994845,0.638614083,0.52881346,0.742705108,0.830109504,3.865513272,1.23296598,1.016777559
21/09/2024 16.30,13477.5,27.43375853,3.756747187,0.11176404,7.013076488,0.671063343,0.416226318,1.065256611,7.503094941,3.199531324,0.118631408,13.53952027,0.489664355,0.16177211,0.451681746,1.178772984,0.175311772,0.492409452,0.156584182,0.152936575,0.165240317,35.93470064,5.222242732,0.493946958,17.21614192,2.44437568,1.737572264,13.58297132,6.020317968,0.232913677,32.14165278,0.41034743,3.522585659,1.732742143,0.602271887,0.493946958,0.763580794,0.885837831,3.225708998,1.18308106,1.25737373
21/09/2024 17.00,13546,27.67274992,4.200774366,0.096330649,6.721776715,0.594521686,0.376890249,0.967917623,7.249404394,3.162138721,0.115026424,13.50858962,0.508442918,0.170803937,0.430522075,1.133488417,0.164186584,0.459455454,0.150220697,0.140022708,0.140700027,36.24774866,5.83948355,0.425738288,16.50104088,2.165569565,1.57336049,13.12371131,5.949959113,0.22583587,32.06822611,0.433257355,3.387259546,1.61678015,0.577795926,0.425738288,0.699104518,0.754279638,2.930956311,1.22845206,1.198470277
21/09/2024 17.30,13614.5,27.90161951,4.264392363,0.105739384,7.103068579,0.791226982,0.439572208,1.126651394,7.091035193,2.969280639,0.108096726,12.64587222,0.466062823,0.190988027,0.377837447,1.131188126,0.173830268,0.486092035,0.142666616,0.127064563,0.152413309,36.54753843,5.927918732,0.467320678,17.43706017,2.882076653,1.835031672,12.83701305,5.587072533,0.212230525,30.02020944,0.484455855,3.380385474,1.71051175,0.548740563,0.467320678,0.634407174,0.817073447,3.411618856,1.126057253,1.0518089
21/09/2024 18.00,13682.5,28.13702224,3.987363114,0.111043467,7.037050743,0.917314711,0.46981027,1.290702628,6.67530059,2.82808634,0.114138445,11.84500849,0.427672787,0.217705774,0.405161454,1.146899365,0.180089842,0.529737596,0.153308908,0.114400049,0.139126228,36.85588577,5.542821224,0.49076235,17.27499543,3.341356365,1.961263044,12.08440213,5.321397819,0.224092467,28.11902806,0.552227481,3.427336148,1.86409634,0.589674154,0.49076235,0.571175863,0.745842653,3.908383236,1.033302852,1.127872386
21/09/2024 18.30,13750.5,27.62156575,4.398659318,0.097892385,6.226386094,0.813804965,0.402274561,1.115703641,6.500153801,2.490057514,0.106972999,11.84885304,0.433075538,0.205893032,0.358392222,1.150197832,0.158286191,0.521675703,0.129314929,0.11759945,0.162755078,36.18070396,6.114562815,0.432640462,15.28492478,2.964317879,1.679329466,11.76733113,4.685354345,0.210024267,28.12815468,0.522263551,3.437193117,1.835727302,0.497385786,0.432640462,0.587149813,0.872514697,3.378467908,1.04635647,0.997678054
21/09/2024 19.00,13819,28.38025963,4.780494455,0.091812303,5.075687595,0.612575604,0.319478116,0.88276258,6.175677826,2.303802007,0.112169728,11.39616873,0.39045187,0.2340883,0.329935452,1.057354347,0.172142916,0.460447007,0.129547585,0.120441903,0.1652678,37.17449552,6.645350665,0.405769224,12.46011763,2.231331699,1.333688642,11.17992714,4.334891335,0.220227208,27.05352119,0.593783022,3.159744335,1.620269331,0.498280654,0.405769224,0.601341598,0.885985166,2.673097887,0.943373165,0.918461226
21/09/2024 19.30,13887.5,28.19832211,5.613478836,0.086475629,4.214682868,0.550212543,0.294138155,0.779881304,5.870448206,2.033465168,0.115191128,11.47315685,0.38144926,0.215957464,0.314812024,1.276535055,0.184152371,0.373452551,0.111645573,0.103127308,0.15237548,36.93618074,7.803279697,0.382183515,10.34646899,2.004171698,1.227904814,10.62736514,3.826218796,0.22615924,27.23628435,0.547792758,3.814732896,1.314144093,0.429423898,0.382183515,0.514893392,0.816870646,2.361562569,0.921621903,0.876361228
21/09/2024 20.00,13955.5,27.34301932,5.586902912,0.088643763,3.806722176,0.460834869,0.266920261,0.706923107,5.719085909,1.961369655,0.135756681,11.20110679,0.347330993,0.235887571,0.264971217,1.323046306,0.181418642,0.359404344,0.122094186,0.110426254,0.136783056,35.81584391,7.766336586,0.391765697,9.344981382,1.678609864,1.114281395,10.35335158,3.690562079,0.266536395,26.59046098,0.59834701,3.95372477,1.264709787,0.469612541,0.391765697,0.551335527,0.733281125,2.140637481,0.839188549,0.737616366
21/09/2024 20.30,14023.5,27.25226828,6.011426723,0.086826299,3.267727903,0.448952115,0.238231918,0.678786652,5.73994467,1.940104199,0.117324002,10.60169959,0.361781135,0.230426355,0.256917359,1.125131403,0.177780664,0.348873028,0.108628712,0.118651077,0.148628566,35.69697171,8.356465833,0.383733323,8.021824291,1.635326445,0.994519459,10.39111253,3.650548466,0.230346796,25.16751999,0.584494216,3.362285868,1.227651086,0.417820104,0.383733323,0.592400373,0.796783795,2.055437336,0.874101624,0.715196355
21/09/2024 21.00,14092,26.84392719,4.640941835,0.091151902,3.129564456,0.384855991,0.230636628,0.6366966,5.541702722,1.848774728,0.108862237,10.02517789,0.327673235,0.266978169,0.237743172,1.021543709,0.17423087,0.341926391,0.124082404,0.107122134,0.166693165,35.16209732,6.451358998,0.402850547,7.682651957,1.401853694,0.962812274,10.032232,3.478700655,0.213733483,23.79890724,0.677210709,3.052729634,1.20320653,0.477259851,0.402850547,0.534838737,0.893626415,1.927984234,0.791693319,0.661820013
21/09/2024 21.30,14160.5,25.91560336,4.890007941,0.079685376,2.839340913,0.379341857,0.212761632,0.583571534,5.383927912,1.708055126,0.109636489,9.145231605,0.330874841,0.251377783,0.226423294,0.92903365,0.190296117,0.311442707,0.109689368,0.109100419,0.160845187,33.94611232,6.797585026,0.352173643,6.970192924,1.381768235,0.888191578,9.746609766,3.213919141,0.215253602,21.70999069,0.637639127,2.776277245,1.095937336,0.421899721,0.352173643,0.544715903,0.862275954,1.767115949,0.799428738,0.630308185
21/09/2024 22.00,14228.5,25.69937781,5.266826609,0.078216719,2.386525641,0.343178383,0.224314488,0.537843673,5.521836906,1.675632118,0.150025933,8.382383732,0.284494513,0.268916663,0.250603457,0.853708934,0.194625762,0.426765936,0.108404147,0.116615233,0.177932087,33.66288462,7.3213995,0.345682838,5.85859347,1.250041299,0.936419962,9.996268595,3.1529112,0.294551774,19.89905566,0.682127849,2.551180669,1.501748835,0.416956356,0.345682838,0.582235824,0.953877222,1.62864718,0.687368942,0.697619964
21/09/2024 22.30,14296.5,25.45822885,5.353201504,0.085790914,2.19715819,0.31914243,0.222087188,0.51468116,5.342708932,1.505985539,0.1182589,8.071417344,0.285566946,0.22029037,0.199883035,0.888570265,0.196923331,0.304939699,0.101133407,0.122165329,0.173557122,33.34701044,7.441468977,0.379157384,5.393722325,1.162489359,0.927121908,9.671990394,2.833699965,0.232182318,19.16084829,0.558783509,2.655358508,1.073053869,0.388990811,0.379157384,0.609946308,0.930423444,1.558508655,0.689960054,0.556426466
21/09/2024 23.00,14365,25.4509862,5.066194098,0.077912391,2.056262693,0.314832575,0.219075345,0.510298218,5.389875843,1.470986887,0.151453955,7.598772371,0.282453543,0.24140012,0.267304711,0.839926096,0.181342199,0.430411236,0.108299259,0.105632126,0.177964004,33.3375235,7.042500863,0.344337844,5.047843183,1.146790536,0.914548711,9.757377399,2.767845629,0.297355465,18.03882991,0.612330017,2.509992731,1.514576302,0.416552926,0.344337844,0.527399433,0.954048325,1.545236647,0.682437742,0.744112253
21/09/2024 23.30,14433.5,25.01636912,4.881615935,0.080097208,1.908507818,0.335359138,0.213213525,0.470850818,5.349782447,1.448914606,0.155453637,6.911811575,0.258386567,0.231295573,0.273513933,0.78095093,0.182565062,0.434059111,0.10261876,0.116668467,0.181215884,32.76823095,6.785919324,0.353993755,4.68512521,1.221559379,0.890078047,9.684795691,2.726313874,0.305208197,16.40804426,0.586699055,2.333754323,1.527412828,0.394703944,0.353993755,0.582501606,0.971481347,1.425785771,0.624289373,0.76139724
22/09/2024 00.00,14501.5,25.31685097,4.726303558,0.075236624,1.733679685,0.29447064,0.209236852,0.486280672,5.669090841,1.356330564,0.140490438,5.971701493,0.242175186,0.224136587,0.211914753,0.775254155,0.166755099,0.326637167,0.112684338,0.116088901,0.184082049,33.16182358,6.570020067,0.332512151,4.255946094,1.072621352,0.873477086,10.26284472,2.55210543,0.275830365,14.17630405,0.568539734,2.316730367,1.149405201,0.433419315,0.332512151,0.579607957,0.986846591,1.472508991,0.585120955,0.589919884
22/09/2024 00.30,14569.5,25.05248461,4.342118638,0.072511133,1.538342001,0.269117831,0.206532221,0.451254358,5.590285055,1.302803536,0.132405919,5.218611577,0.240491036,0.220060952,0.211907512,0.627555941,0.161493893,0.311948328,0.110860481,0.102988897,0.159069977,32.8155376,6.035965788,0.320466703,3.776418843,0.980272708,0.862186373,10.12018136,2.451387639,0.259957712,12.38853357,0.558201572,1.875356485,1.09771657,0.426404188,0.320466703,0.514202333,0.852759219,1.366445633,0.581051871,0.589899728
22/09/2024 01.00,14638,25.25111368,4.433234341,0.070312932,1.464457631,0.248265495,0.187442869,0.416103147,5.28757226,1.250864203,0.115030213,5.433269698,0.229437205,0.168272316,0.194736454,0.61561142,0.175389768,0.231436158,0.094502066,0.105008613,0.172503704,33.07571618,6.162625448,0.31075164,3.595042839,0.904317224,0.782496243,9.572175605,2.353657293,0.225843309,12.89811343,0.426835703,1.839662081,0.81440188,0.363484593,0.31075164,0.524286362,0.924776167,1.26000407,0.554344642,0.542099617
22/09/2024 01.30,14706.5,25.36018865,4.470408458,0.067938153,1.328991032,0.240053597,0.193064411,0.382238607,5.372538507,1.181578817,0.109874411,4.912078001,0.214806105,0.19546244,0.165261293,0.567531048,0.178320022,0.229390435,0.104194495,0.109316629,0.214729157,33.21859037,6.214301074,0.300256184,3.262490898,0.874405048,0.805963849,9.725991345,2.223288182,0.215720723,11.66084931,0.495805548,1.695981124,0.807203177,0.400764715,0.300256184,0.545795395,1.151142861,1.157458684,0.518994351,0.460047833
22/09/2024 02.00,14774.5,25.75943029,4.059082333,0.076602613,1.279640691,0.245712849,0.181904287,0.387562955,5.425257012,1.186492677,0.135151179,4.724101493,0.215589996,0.222745839,0.161929294,0.602555269,0.177824252,0.267703625,0.117381619,0.104426531,0.173140556,33.74154565,5.64251789,0.338549211,3.141342573,0.895019104,0.75937496,9.821428489,2.232534224,0.265347588,11.2146093,0.565011994,1.800645738,0.942023655,0.45148653,0.338549211,0.521380146,0.928190273,1.173581367,0.520888316,0.450772346
22/09/2024 02.30,14842.5,25.48246879,4.039889186,0.074709914,1.382697617,0.238206506,0.175991224,0.404711709,5.030067019,1.186345367,0.100817178,5.176524019,0.223922993,0.183707506,0.162320306,0.556583759,0.16529295,0.231244035,0.093719624,0.103771468,0.185179169,33.37876166,5.615837556,0.330184331,3.394333206,0.867676942,0.734690374,9.1060098,2.232257041,0.197938304,12.28862134,0.465988254,1.6632668,0.813725819,0.360475076,0.330184331,0.518109551,0.992728148,1.2255096,0.54102172,0.451860829
22/09/2024 03.00,14911,25.19985538,4.575071882,0.07197145,1.328777577,0.243428159,0.169739984,0.382412914,4.726221672,1.184418356,0.127896654,5.538522862,0.2171479,0.195266223,0.161325076,0.531017405,0.185756806,0.220875483,0.098835817,0.090816006,0.167452306,33.00857438,6.359793378,0.318081548,3.261966897,0.886697027,0.708594042,8.555953767,2.22863113,0.251104496,13.14797536,0.495307831,1.586865598,0.777239868,0.380153559,0.318081548,0.453425598,0.8976961,1.157986502,0.524652377,0.449090348
22/09/2024 03.30,14979.5,25.02407099,4.649286284,0.073052177,1.382426215,0.238400642,0.177383877,0.387354252,4.751056768,1.250196212,0.122030312,5.4365055,0.210853916,0.188624963,0.148499135,0.510150994,0.158490728,0.213353263,0.102028899,0.094618481,0.174712027,32.77831941,6.46295859,0.322857877,3.393666952,0.868384091,0.740504122,8.600913133,2.352400385,0.239586878,12.90579494,0.478461763,1.524509469,0.750769888,0.392435152,0.322857877,0.472410573,0.936614779,1.172949394,0.509445443,0.413386002
22/09/2024 04.00,15047.5,25.17546104,4.383783307,0.078238055,1.360901688,0.238251895,0.180481998,0.357003254,4.693785722,1.253017255,0.114342461,5.13638393,0.218570928,0.187058636,0.155128674,0.543670541,0.184086861,0.201045094,0.103688745,0.116420119,0.18347875,32.97662093,6.093883717,0.345777134,3.340827186,0.867842276,0.753437495,8.497234455,2.35770853,0.224493021,12.19333223,0.474488653,1.624677591,0.707458609,0.39881944,0.345777134,0.581261658,0.983612357,1.081043381,0.528090564,0.43184105
22/09/2024 04.30,15116,24.84750382,4.550121771,0.077721379,1.306866462,0.245044828,0.177139215,0.392799191,4.671694127,1.247615163,0.106268602,5.133971582,0.207542677,0.179158792,0.163005132,0.526202439,0.16491822,0.220194628,0.094817586,0.106257201,0.179150357,32.54703908,6.325110305,0.343493657,3.208178111,0.892585812,0.73948276,8.457241692,2.347543819,0.208641297,12.18760553,0.45445009,1.572476796,0.774844005,0.364698183,0.343493657,0.530520301,0.960408251,1.189437243,0.501445138,0.453767221
22/09/2024 05.00,15184.5,24.94156821,4.792518153,0.076338555,1.309159275,0.217551591,0.178773055,0.381206328,4.785366178,1.223897119,0.125966744,4.743645658,0.210549268,0.188257374,0.165692221,0.505511165,0.166858718,0.223758036,0.086907971,0.105782809,0.19959258,32.67025136,6.662064771,0.337382194,3.213806653,0.792440572,0.746303364,8.663024,2.302915355,0.247315428,11.26100546,0.477529345,1.510644038,0.787383297,0.334275321,0.337382194,0.528151763,1.069997089,1.154332833,0.50870938,0.461247435
22/09/2024 05.30,15252.5,25.08604637,4.5490961,0.073288964,1.245873386,0.226131262,0.163427805,0.352567432,4.985029266,1.180394402,0.130412867,4.607402962,0.212536683,0.181914494,0.167714643,0.51489371,0.18428345,0.234845785,0.089717362,0.09708576,0.167786607,32.85949919,6.323684523,0.323904371,3.058448465,0.823692373,0.682243309,9.024477243,2.221059557,0.256044676,10.93757706,0.461440139,1.538682361,0.826400035,0.345081119,0.323904371,0.48472919,0.899488251,1.067611246,0.513511188,0.466877373
22/09/2024 06.00,15320.5,24.95426947,4.958804458,0.07635926,1.215356439,0.211150219,0.172384655,0.369258816,4.908688276,1.160741676,0.126716011,3.670677089,0.185197486,0.196072303,0.170784844,0.422588182,0.174476768,0.224538288,0.092665471,0.097508811,0.174234089,32.68688838,6.893218854,0.337473701,2.983533543,0.76912331,0.719634446,8.886275944,2.184080497,0.248786495,8.713870668,0.497352514,1.262841184,0.790128933,0.356420471,0.337473701,0.486841396,0.934052598,1.118154511,0.447456785,0.475424077
22/09/2024 06.30,15389,25.96982893,4.596376313,0.070398414,1.123004556,0.22655153,0.175427612,0.375186279,5.265516968,1.121991438,0.10524469,3.38564888,0.175110077,0.188721605,0.154875962,0.430848737,0.182359854,0.212235621,0.100049577,0.111371886,0.192011089,34.01714085,6.389408602,0.311129432,2.756822323,0.825223215,0.732337527,9.532248562,2.111167084,0.20663101,8.037238293,0.478706902,1.287526609,0.746837013,0.384822061,0.311129432,0.556056871,1.02935343,1.136103493,0.423084533,0.43113756
22/09/2024 07.00,15457.5,25.89934148,3.969458292,0.071706693,1.072587287,0.217304328,0.17695067,0.339999964,5.313818714,1.122671767,0.145148048,3.321538547,0.169134094,0.198917949,0.155175858,0.453866622,0.181653939,0.23696298,0.099063673,0.096894624,0.188078219,33.92481135,5.517931785,0.316911442,2.633054835,0.791539906,0.738695664,9.619689976,2.112447208,0.284974832,7.885045896,0.504570715,1.356312095,0.833850244,0.381029962,0.316911442,0.483774883,1.008269682,1.029555632,0.408645925,0.431972398
22/09/2024 07.30,15525.5,26.21772535,5.422807064,0.072499715,1.131933164,0.220038712,0.166054138,0.349282283,5.444504933,1.154713331,0.136908529,3.443915798,0.182426256,0.207325906,0.196476152,0.461382855,0.183902532,0.233864854,0.114478096,0.10547325,0.184417153,34.34185333,7.538227452,0.320416241,2.778740832,0.801500011,0.693207162,9.856273304,2.172737414,0.268797862,8.175558928,0.525898147,1.378773224,0.822948231,0.44031867,0.320416241,0.526606197,0.988643051,1.05766347,0.440761198,0.546942519
22/09/2024 08.00,15593.5,26.12406365,4.596252766,0.075396366,1.313685812,0.217419936,0.169101418,0.373875682,5.268324305,1.270984816,0.127583991,4.027454037,0.183674292,0.200635809,0.150987317,0.473829255,0.17473247,0.200752022,0.099132955,0.113215601,0.18362942,34.21916853,6.389236859,0.333218143,3.22491868,0.791961012,0.705928292,9.537330729,2.391516741,0.250490633,9.560828355,0.508928198,1.415967419,0.706427317,0.381296445,0.333218143,0.565262162,0.984420085,1.132134867,0.443776588,0.420312504
22/09/2024 09.00,15730.5,26.65597282,4.617787988,0.078832194,1.721961056,0.264246109,0.192344433,0.415399708,5.519824398,1.421395841,0.120274845,5.644994853,0.23266059,0.198803904,0.185172036,0.626813955,0.194379651,0.255933885,0.111667897,0.093758467,0.174055239,34.91590123,6.419172905,0.348402959,4.227178467,0.962527263,0.802958241,9.992625321,2.674533879,0.236140301,13.40073068,0.50428143,1.873139169,0.900607058,0.429509762,0.348402959,0.468116702,0.933093801,1.257873983,0.562132681,0.515474571
22/09/2024 09.30,15798.5,27.14839315,5.296987882,0.087401376,2.0382994,0.307059262,0.181971415,0.529448276,5.900259479,1.640879377,0.117017183,6.283162591,0.231401218,0.194817089,0.219128774,0.65983154,0.200186718,0.266272598,0.116808983,0.109209323,0.163137834,35.56090862,7.363326594,0.386274903,5.00374576,1.118475924,0.759655192,10.68133296,3.087519575,0.229744405,14.91568582,0.494168566,1.971807255,0.93698801,0.449283993,0.386274903,0.545259641,0.874566618,1.603225037,0.559089907,0.610001991
22/09/2024 10.00,15866.5,27.12936589,4.922872998,0.088773277,2.881144842,0.337890329,0.194415016,0.620238671,7.381520515,2.065690927,0.115520252,7.917227498,0.275583439,0.187400855,0.223087373,0.859647456,0.213173151,0.344499318,0.112919925,0.120903079,0.160829648,35.53598537,6.843270641,0.392338092,7.07281584,1.230779349,0.811602065,13.36288322,3.886855587,0.226805423,18.7948149,0.475356717,2.568927046,1.212260415,0.434325457,0.392338092,0.603644153,0.862192652,1.878147895,0.665838841,0.621021782
22/09/2024 10.30,15935,26.50739895,4.837344845,0.085276735,4.203841968,0.44817006,0.237744231,0.75389412,8.075944605,2.667049336,0.102691113,8.966974179,0.292972261,0.196049546,0.269850808,0.951796287,0.207202975,0.374282522,0.125036034,0.108172086,0.147590415,34.72128854,6.724378219,0.376884943,10.31985606,1.632477778,0.992483568,14.62001012,5.018386573,0.201617472,21.28682294,0.497294788,2.844299962,1.317064682,0.480927811,0.376884943,0.54008093,0.791218365,2.282870644,0.707852083,0.751199976
22/09/2024 11.00,16003.5,26.19055341,4.943042712,0.10176514,7.578095525,0.546337741,0.294204017,0.995279283,8.279708592,5.148275331,0.111104711,9.359259665,0.328837661,0.18753432,0.273395056,0.991259848,0.190547223,0.42074846,0.139878706,0.107289507,0.175082252,34.30626158,6.871308499,0.449756304,18.60318624,1.990057575,1.228179763,14.98888728,9.687123312,0.21813622,22.21807483,0.475695262,2.962230872,1.480573911,0.538017386,0.449756304,0.535674394,0.93859952,3.013810292,0.794506695,0.761066313
22/09/2024 11.30,16071.5,26.04215477,4.198420994,0.095393446,5.573089487,0.51492804,0.291423709,0.904930588,8.178876064,4.687354039,0.129034872,9.312911643,0.431842506,0.188871702,0.326883214,1.032613142,0.217895251,0.430444431,0.154246679,0.122557369,0.141962366,34.11187842,5.836212134,0.421596272,13.68117112,1.875646452,1.216573128,14.80634856,8.81984231,0.253339205,22.10804863,0.479087635,3.08580897,1.514693113,0.593281114,0.421596272,0.611903684,0.761046922,2.740224945,1.043377334,0.909964528
22/09/2024 12.00,16139.5,25.4629639,4.580202828,0.105666146,4.925776655,0.477537327,0.287496801,0.829446156,7.731531323,3.473134707,0.104277629,9.306696251,0.435327311,0.156581087,0.306720391,0.980780507,0.218439693,0.422112397,0.146370867,0.128619275,0.152702231,33.35321276,6.36692589,0.466996999,12.09210681,1.739449249,1.200179917,13.99651331,6.535136919,0.204732343,22.09329383,0.397179999,2.930914941,1.485373475,0.562988271,0.466996999,0.642169529,0.818622331,2.511650153,1.051796995,0.85383606
22/09/2024 12.30,16208,25.93719979,4.360551066,0.096652834,5.01012565,0.488047608,0.277205289,0.836083053,7.818730429,3.269754138,0.109143382,9.878802216,0.411525794,0.157403023,0.316473002,0.962753529,0.190971394,0.416807088,0.138590491,0.12911722,0.115931994,33.97440088,6.06158865,0.427162203,12.29917203,1.777733381,1.15721712,14.15437123,6.152450966,0.214285464,23.45142402,0.399264904,2.87704403,1.466704595,0.533062507,0.427162203,0.644655665,0.62150054,2.531747372,0.994290001,0.880984991
22/09/2024 13.00,16276.5,26.29935281,4.256060895,0.108321595,5.895927837,0.573894974,0.290929659,0.903853758,8.643458863,3.776273777,0.107230396,10.62104402,0.441281573,0.168519644,0.334418934,1.061412955,0.188892705,0.468662013,0.145347168,0.132610966,0.144656963,34.44877481,5.916337184,0.478732894,14.47369504,2.090435921,1.214510674,15.64739015,7.105530957,0.210529626,25.21344201,0.42746307,3.171872877,1.649177157,0.559050805,0.478732894,0.662099221,0.775492405,2.736964193,1.066183123,0.930942166
22/09/2024 13.30,16344.5,26.74037228,4.454256601,0.107677779,6.453048204,0.637342226,0.324127807,0.987461762,8.577175723,3.850047926,0.110548306,11.03501213,0.46358613,0.16668841,0.32012695,1.101495206,0.211276492,0.484955543,0.149771532,0.129370725,0.141349869,35.02645369,6.191848427,0.475887517,15.84134921,2.321545134,1.353099175,15.52739673,7.244346235,0.217043806,26.19616658,0.422818005,3.291652651,1.706512543,0.576068295,0.475887517,0.645921364,0.757763384,2.990138016,1.120073301,0.891156708
22/09/2024 14.00,16412.5,26.93107436,4.768971659,0.114612545,6.784890287,0.724030874,0.331390555,1.032645491,8.492516374,3.793682363,0.110015502,11.44606379,0.477625218,0.174092492,0.329079244,1.198946902,0.189574969,0.508610098,0.142130888,0.151125767,0.146346501,35.27624892,6.629332862,0.506536074,16.65597606,2.637312081,1.383418137,15.37413657,7.138287387,0.215997733,27.17196776,0.441599028,3.582872376,1.789750677,0.546679982,0.506536074,0.754539805,0.784549859,3.126959098,1.153993226,0.916077748
22/09/2024 14.30,16481,27.00592522,4.259588719,0.102299747,6.53618354,0.652551686,0.326971719,0.97536118,8.149536638,3.632691627,0.11409035,11.73321447,0.493124451,0.171446524,0.3368077,1.181522929,0.198591732,0.488205245,0.15622775,0.124026285,0.150722793,35.37429394,5.921241202,0.452119027,16.04543507,2.376946214,1.364971327,14.75323494,6.835363201,0.223998041,27.85363869,0.434887326,3.530803458,1.717947936,0.600900937,0.452119027,0.619237679,0.808010747,2.953496183,1.191441019,0.937591917
22/09/2024 15.00,16549.5,26.97923911,4.521741797,0.102103184,6.638011127,0.678164923,0.340836468,0.996962094,8.120557931,3.605263633,0.115544102,11.5545453,0.455488782,0.163117518,0.344145013,1.175521645,0.211336022,0.4987257,0.145697249,0.147419722,0.150768631,35.33933856,6.28565939,0.451250306,16.29540784,2.470243476,1.422850905,14.70077433,6.783754004,0.226852249,27.4294935,0.413760162,3.512869524,1.75496842,0.560397325,0.451250306,0.736036287,0.80825648,3.018906021,1.100509247,0.958017239
22/09/2024 15.30,16617.5,26.94955086,4.089229634,0.104153599,6.187051216,0.689821945,0.357398009,0.995953689,7.526520623,3.327040684,0.105151137,11.57762731,0.470463894,0.165302564,0.352033848,1.128581551,0.213175307,0.480566998,0.146986059,0.121664299,0.16630087,35.30045076,5.684425561,0.46031222,15.18836305,2.512704658,1.491988473,13.6253792,6.260242761,0.206447335,27.4842882,0.4193027,3.372596115,1.691069671,0.565354496,0.46031222,0.607444768,0.891523356,3.015852464,1.136690707,0.979977864
22/09/2024 16.00,16685.5,26.67473165,3.933419234,0.10063444,5.832773542,0.630786641,0.333168829,0.931402895,7.252626086,3.034788757,0.107572419,11.44006655,0.454800495,0.162432573,0.395423886,1.103852671,0.204819715,0.433158858,0.157575883,0.123528374,0.129693263,34.9404729,5.467834002,0.444759114,14.3186599,2.297666146,1.390841691,13.12954359,5.710334242,0.211201132,27.15773082,0.412022744,3.298697581,1.524244921,0.606086279,0.444759114,0.616751711,0.695273409,2.820385877,1.098846272,1.100765332
