"rn"	"Sensor"	"Source"	"SensorHeight"	"SourceArea"	"CE"	"CE_se"	"CE_lo"	"CE_hi"	"uCE"	"uCE_se"	"uCE_lo"	"uCE_hi"	"vCE"	"vCE_se"	"vCE_lo"	"vCE_hi"	"wCE"	"wCE_se"	"wCE_lo"	"wCE_hi"	"N_TD"	"TD_Time_avg"	"TD_Time_max"	"Max_Dist"	"UCE"	"Ustar"	"L"	"Zo"	"sUu"	"sVu"	"sWu"	"z_sWu"	"WD"	"d"	"N0"	"MaxFetch"	"Time"	"SH"	"UST"	"sigW"	"sigU"	"sigV"	"WS"	"airT"	"Pair"	"z_sonic"	"z0"	"kv"	"A"	"alpha"	"bw"	"C0"
"11"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.3215263311638	0.0896560148073518	4.14580164421358	4.49725101811402	-1.56617801998269	0.0522298630315557	-1.66854790950315	-1.46380813046223	-0.141873248233077	0.0397583450327431	-0.219799115778605	-0.063947380687549	0.590216721651395	0.0214848667411283	0.548106646935667	0.632326796367123	36764	15.0474213904907	62.8	24.38	5.00564308746627	0.1688378	-22.7	0.03347	3.322	3.069	1.367	1.899	43.884	0.101	1e+05	74	"18-Sep-2024 17:00:00"	19.0765400702568	0.168837804169649	1.36680281233613	3.32233236278136	3.06946863085541	1.70448268843914	20.6079921805562	103083.525857473	2	0.0334712034701932	0.4	0.5	0.02	1.269	4.531
"12"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	5.36713821004096	0.0889202140278713	5.19285568357389	5.54142073650802	-1.6285118431171	0.0490865152781942	-1.72472080967971	-1.53230287655448	-0.0373139866627878	0.039538674761752	-0.114809303177411	0.040181329851835	0.637894088978887	0.0202808226162453	0.598143925947545	0.677644252010229	44602	17.3723016905072	71.5	25.46	5.48046596960616	0.1628841	-81	0.05433	3.17	3.032	1.309	1.898	52.046	0.102	1e+05	75	"18-Sep-2024 17:30:00"	4.80185684656375	0.162884101160751	1.30876707024294	3.17040532539353	3.03188807989833	1.4471089423876	20.1055339079623	103117.160564183	2	0.0543286684443855	0.4	0.5	0.02	1.28	4.605
"13"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.29366288181021	0.0768062736398819	4.14312352959628	4.44420223402414	-1.33160177013727	0.0434171927429779	-1.41669893421947	-1.24650460605507	-0.0906958890127738	0.0277957234832517	-0.145175165368572	-0.0362166126569753	0.51519825737212	0.0183111114496556	0.479308704015155	0.551087810729086	36050	15.5906601941748	46.4	24.63	5.53819868654209	0.1408989	59.3	0.01801	3.582	2.679	1.464	1.898	53.179	0.102	1e+05	75	"18-Sep-2024 18:00:00"	-4.23270502963664	0.140898909538858	1.46428909608399	3.5821840929875	2.67949660207465	1.64071176393435	19.3872781612453	103088.856471928	2	0.0180086543806956	0.4	0.5	0.02	1.464	6.113
"14"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.84160890810308	0.085454806106101	4.6741185385651	5.00909927764107	-0.973604715054364	0.0360897099262764	-1.04434010288692	-0.90286932722181	-0.0614769580482647	0.0276952902612995	-0.115759386523585	-0.00719452957294434	0.479760365597329	0.0175924497904976	0.44527938025836	0.514241350936297	36682	17.1594269669047	52.7	24.29	6.15005075026284	0.1307119	15.1	0.02655	2.955	2.661	1.437	1.898	53.81	0.102	1e+05	74	"18-Sep-2024 18:30:00"	-13.1993084028274	0.130711919030642	1.43658948218011	2.95492831651691	2.66137721717857	1.39523141325156	18.2898047013688	103080.367161423	2	0.0265487386715668	0.4	0.5	0.02	1.437	5.861
"15"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	5.17437214618451	0.128167776319118	4.92316488006658	5.42557941230243	-0.863350428031685	0.0391227820614383	-0.940030599965942	-0.78667025609743	-0.075596890854232	0.0415372046900449	-0.157009301461923	0.00581551975345902	0.372113453353319	0.023611071288612	0.325836043860315	0.418390862846324	28080	21.951014957265	64.3	24.23	5.67259462108109	0.1040788	8.4	0.02712	2.768	2.625	1.309	1.898	48.227	0.102	1e+05	75	"18-Sep-2024 19:00:00"	-11.9875947034347	0.104078763295098	1.30933506630312	2.76820136377542	2.62548506049711	1.10541796573121	16.9904895303764	103127.754274948	2	0.0271168913244897	0.4	0.5	0.02	1.309	4.811
"16"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	5.15530640000936	0.0832293870518658	4.99217782446232	5.3184349755564	-1.17528356785279	0.0389103603074712	-1.25154739576041	-1.09901973994517	-0.0315927883173078	0.0293942810420295	-0.0892052178384766	0.0260196412038609	0.578248843732986	0.0201583863870351	0.538738654205882	0.61775903326009	46753	15.7165593651744	45.3	24.83	7.01828693531757	0.1601727	18.3	0.04154	2.874	2.463	1.417	1.898	56.831	0.102	1e+05	75	"18-Sep-2024 19:30:00"	-19.9667978714945	0.16017271768057	1.41745886079474	2.87402999365727	2.46344543901093	1.53033654975271	15.8241234401095	103105.780922246	2	0.0415441958727697	0.4	0.5	0.02	1.417	5.681
"17"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.83017243935148	0.102841950794902	4.62860347995019	5.03174139875276	-0.802261966506084	0.037145192938777	-0.875066088068901	-0.729457844943268	-0.0996848837464399	0.0275752633396885	-0.153732060930801	-0.045637706562079	0.427970041578655	0.0177188236349546	0.393241365057967	0.462698718099343	31788	18.6140241600604	49.8	24.01	5.83121613207706	0.1091622	9.8	0.0202	2.985	2.877	1.506	1.898	50.885	0.102	1e+05	75	"18-Sep-2024 20:00:00"	-11.7299345951363	0.109162227303059	1.50569851428343	2.98516646125929	2.87722750559781	1.23972678371425	14.9547207111101	103152.568888889	2	0.0202004611844924	0.4	0.5	0.02	1.506	6.527
"18"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	7.45021338811188	0.114696540894662	7.2254095778344	7.67501719838937	-0.974446726104577	0.0375821826871991	-1.04810734220272	-0.900786110006431	0.00235919062196773	0.0329902208883054	-0.0623012367957888	0.0670196180397242	0.49957352279469	0.0190279181068631	0.462279037200749	0.536868008388631	45651	24.68753586997	85.9	25.22	7.19739298974141	0.0988122	7.6	0.04436	3.191	2.948	1.531	1.898	64.165	0.102	1e+05	75	"18-Sep-2024 20:30:00"	-11.2464676319289	0.0988121946928031	1.53105137523454	3.19081371779027	2.94837655759175	0.927821254926012	14.2587876953738	103064.34649482	2	0.0443640564918189	0.4	0.5	0.02	1.531	6.787
"19"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	5.87608510903226	0.103738929873697	5.67275808166241	6.07941213640211	-0.722582808816971	0.0386456619677016	-0.798327831232372	-0.64683778640157	0.204710033174508	0.0296236419096719	0.146648059172116	0.2627720071769	0.376178029974124	0.0165082680822136	0.343822027456383	0.408534032491865	38156	23.9966532131251	70.5	25.33	5.93944707569475	0.0863655	5.7	0.02718	4.091	3.625	1.823	1.897	75.804	0.103	1e+05	75	"18-Sep-2024 21:00:00"	-9.89653802800238	0.0863654805089855	1.82296331150422	4.09106277537851	3.6248774597261	0.916716040537699	13.8374060498212	102991.459074733	2	0.0271805655112806	0.4	0.5	0.02	1.823	10.571
"20"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	6.97595996106597	0.127796023520668	6.72548132586334	7.2264385962686	-0.558532039109677	0.0338562074456408	-0.624889789534906	-0.492174288684447	-0.0257507964791281	0.0267108104237986	-0.0781036565743974	0.0266020636161411	0.348276498455068	0.0170029506495483	0.314950924186102	0.381602072724034	36428	29.2419869331284	83.2	24.72	6.49616641915204	0.0673681	3.6	0.0264	3.929	3.329	1.915	1.897	58.911	0.103	1e+05	75	"18-Sep-2024 21:30:00"	-7.51211347118543	0.0673680782673737	1.91454629861149	3.92896772028319	3.32924527356914	0.719992908144734	13.4679784961538	102963.621475363	2	0.0263957096365032	0.4	0.5	0.02	1.915	12.072
"21"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	1.4601287331244	0.134250501406922	1.19699940060462	1.72325806564417	-0.0855198208394071	0.0246945667565975	-0.133920868131089	-0.0371187735477247	0.0363245526466953	0.0146271561322536	0.0076555064278187	0.0649935988655719	0.0363550946611114	0.00604324156174026	0.0245104154850045	0.0481997738372182	3626	44.8858246001103	114.7	23.27	1.18548347492752	0.0349298	1.1	0.04092	3.871	4.362	1.968	1.897	90.47	0.103	1e+05	74	"18-Sep-2024 22:00:00"	-3.4636928109568	0.0349298442593255	1.96835414284678	3.87105257853182	4.36214805921633	0.335020561308635	12.9915599214137	102922.343275585	2	0.0409197003954374	0.4	0.5	0.02	1.968	13.008
"22"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	31.365548357209	0.430915972200745	30.520958348613	32.210138365805	-2.48001676532773	0.0952675616301285	-2.66674001507218	-2.29329351558328	0.89275751446974	0.0800709911114034	0.735819356142281	1.0496956727972	0.371556116248236	0.0184194656348655	0.335454190020174	0.407658042476299	56411	126.342516530464	2207.2	64.45	1.46037497100269	0.0582442	-44.6	0.5922	5.047	2.915	0.798	1.897	37.68	0.103	1e+05	74	"18-Sep-2024 22:30:00"	0.387905636008276	0.0582442262481848	0.798126893298645	5.04662602973848	2.91519660713209	0.169525881722185	12.0258745109396	102925.03260397	2	0.59217017745222	0.4	0.5	0.02	0.767	2.808
"23"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.0167579	0.4	0.0003424	5.805	8.212	2.577	1.897	49.856	0.103	1e+05	75	"18-Sep-2024 23:00:00"	-0.968246703467966	0.0167579203293824	2.57679810204067	5.80518304229909	8.2123138513945	0.361116504080885	11.9658431245724	102919.56451439	2	0.000342446996978964	0.4	0.5	0.02	2.577	28.003
"24"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	26.4567058533683	0.586183747246571	25.3077929142694	27.6056187924672	-1.98838859217099	0.0637513992335941	-2.11334055102209	-1.86343663331989	0.316422760788152	0.0661217813555388	0.186824882115318	0.446020639460985	0.142912187357361	0.0124226724992109	0.118563901961232	0.16726047275349	22356	230.89520039363	1376.5	50.68	3.37552940770081	0.0191764	2.4	0.2606	5.524	7.87	1.076	1.897	53.932	0.103	1e+05	74	"18-Sep-2024 23:30:00"	-0.253981654231123	0.019176437848481	1.07586640505379	5.52383892618453	7.87000179482139	0.0951587582583108	11.0760867974237	102908.471165105	2	0.260598697434499	0.4	0.5	0.02	1.076	3.48
"25"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0.0134374384607595	0.00973117892478021	-0.00563555261393816	0.0325104295354571	-0.00514917672990858	0.00371068944730652	-0.0124220824339881	0.00212372897417089	-0.00128295186998067	0.0011121627824618	-0.00346277725264712	0.000896873512685788	0.000250028479949302	0.000169890891420974	-8.29555788982078e-05	0.000583012538796811	19	86.9736842105263	121.5	4.84	0.00452099845873145	0.0232137	1.1	0.00422	6.783	4.024	1.418	1.897	153.789	0.103	1e+05	60	"19-Sep-2024 00:00:00"	-0.958014876257964	0.0232136658247105	1.41794273833268	6.78252411020773	4.0237978113785	0.354475900806825	10.3657962034381	102897.242120344	2	0.00421970068575847	0.4	0.5	0.02	1.418	5.69
"26"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	7.19951679123638	0.743276009609829	5.7427049489194	8.65632863355335	-1.28851319916498	0.150315746940704	-1.5831302154533	-0.993896182876653	0.645762202561112	0.118630491168872	0.413247898103186	0.878276507019038	0.254604560778948	0.0329206843180508	0.190080424184131	0.319128697373765	2288	113.767395104895	407.5	14.19	0.155581861748493	0.0134085	-0.1	0.0002213	9.533	16.83	2.383	1.896	131.767	0.104	1e+05	66	"19-Sep-2024 00:30:00"	1.44038464514511	0.013408532141721	2.38330482265973	9.53322600611852	16.8302743086663	0.303561891349012	9.89106767564464	102900.035864147	2	0.000221344300963574	0.4	0.5	0.02	0.616	2.971
"27"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	14.1377557225788	0.734023105431668	12.6990794587122	15.5764319864454	-1.52041399634505	0.0945243135067478	-1.70568048890384	-1.33514750378625	-0.328005046078291	0.0573980802221103	-0.440504577763329	-0.215505514393252	0.192683275530878	0.0164740737640035	0.160394293456505	0.224972257605252	6146	234.853677188415	2254.7	30.03	0.641568225539029	0.0156759	-1	0.008261	6.512	9.226	1.313	1.896	302.409	0.104	1e+05	81	"19-Sep-2024 01:00:00"	0.335375777966689	0.0156759444408173	1.31316773704596	6.51244382484196	9.22621221244893	0.213038821368169	9.51996980171024	102894.433327269	2	0.00826149145084421	0.4	0.5	0.02	0.697	2.837
"28"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	13.0053209234187	0.413232667993742	12.1953899737012	13.8152518731362	-3.42908307425349	0.131554830628917	-3.68692892518417	-3.1712372233228	-0.0146876218832887	0.0454966963631782	-0.103860587499346	0.0744853437327685	0.0804326436506396	0.0123998841634064	0.0561290231125684	0.104736264188711	13776	327.012086236934	1849.1	83.39	2.75391453240401	0.0260276	1.6	0.07284	10.316	4.343	1.01	1.896	345.241	0.104	1e+05	68	"19-Sep-2024 01:30:00"	-0.979589394034756	0.0260276462261199	1.00972372675707	10.3156765022333	4.34268372464721	0.212078050927799	9.38347421931766	102889.070442992	2	0.0728446945343984	0.4	0.5	0.02	1.01	3.233
"29"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	53.2421476740665	0.723836524041471	51.823436984509	54.6608583636241	-6.62793601432194	0.135605888348605	-6.89372188858669	-6.36215014005719	0.329553610942841	0.0966648564835583	0.140091680461537	0.519015541424144	0.561618730043056	0.0199298969339146	0.522556377035424	0.600681083050689	56197	135.392362581632	3542.9	63.11	-3.82579379591367	0.0394337	-5	0.6962	4.739	3.412	0.753	1.896	148.557	0.104	1e+05	61	"19-Sep-2024 02:00:00"	1.07054271926439	0.0394337189783888	0.753233008781368	4.73945201516988	3.4119562503575	0.0987709005583402	9.71703180468019	102897.391871332	2	0.696201170743671	0.4	0.5	0.02	0.585	3.055
"30"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	14.7707401231584	0.402493888651637	13.9818570489479	15.5596231973689	-1.41744002189061	0.0484069145314311	-1.51231697934337	-1.32256306443784	0.613695272497953	0.0318841749459734	0.551202681531399	0.676187863464508	0.179355062322127	0.00954936317867021	0.160638427874884	0.198071696769369	14564	125.281207085965	456.1	19.21	1.85513355041251	0.0269179	5.5	0.1769	3.273	3.036	0.905	1.896	123.961	0.104	1e+05	67	"19-Sep-2024 02:30:00"	-0.30581061249951	0.0269178789401633	0.905371849164145	3.27298743225297	3.03565352606672	0.159626650567145	9.3625837128803	102847.367462197	2	0.176868384490702	0.4	0.5	0.02	0.905	2.954
"31"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	35.9660469080485	0.646929852591487	34.6980723491786	37.2340214669185	-1.61019026763305	0.0587155244914288	-1.72527197389162	-1.49510856137447	-0.235764392515942	0.0601191116324606	-0.353597112317728	-0.117931672714156	0.377765165788643	0.0154541912616306	0.347475140882292	0.408055190694994	30148	225.809234443412	2929.7	72.89	1.85764086950129	0.0210659	-7.5	0.1641	5.491	4.267	1.134	1.896	328.476	0.104	1e+05	75	"19-Sep-2024 03:00:00"	0.108008767102772	0.0210659203491735	1.13421900640474	5.49117352664138	4.26702540375836	0.128881560986856	9.03366762700102	NA	2	0.164051990935947	0.4	0.5	0.02	0.94	3.031
"32"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	8.83764150528414	0.234583485850659	8.37786075657058	9.2974222539977	-0.946934505511692	0.0393635536377091	-1.02408658677582	-0.869782424247565	-0.0338437820973813	0.020228013126517	-0.0734904391780021	0.00580287498323943	0.367203959491049	0.0149987175629816	0.337806657435263	0.396601261546835	20035	42.5497679061642	131.7	15.16	3.06876748153099	0.0419898	32	0.02468	3.167	2.414	1.381	1.896	3.539	0.104	1e+05	67	"19-Sep-2024 03:30:00"	-0.200323543878639	0.0419897598748985	1.38147513329393	3.16716701825142	2.4143169682313	0.45571264350874	9.20503039187643	102847.296910755	2	0.0246835571946275	0.4	0.5	0.02	1.381	5.373
"33"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.0068825	-0.5	3.649e-10	9.979	11.085	2.892	1.896	173.653	0.104	1e+05	53	"19-Sep-2024 04:00:00"	0.0588610858818754	0.00688247058170525	2.89199861900273	9.97863432295501	11.0851157093915	0.384919031869209	9.00183613884591	102883.275060376	2	3.64865677551642e-10	0.4	0.5	0.02	1.25	4.405
"34"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	3.21173604200347	0.234265587390836	2.75257837036348	3.67089371364346	-0.670452490322781	0.0531441147067646	-0.774614301888457	-0.566290678757105	0.0243876961006443	0.0187599556277032	-0.0123815863279991	0.0611569785292878	0.0147748297882179	0.00467064235744178	0.00562042818023354	0.0239292313962023	2625	351.431923809524	1274.8	58.31	0.544329016903078	0.0107974	0.9	0.003604	14.309	7.789	1.803	1.895	136.651	0.105	1e+05	65	"19-Sep-2024 04:30:00"	-0.118688218178013	0.0107973543433221	1.80328122418543	14.3089784983706	7.78900287347834	0.169115314099824	8.71506003307215	102852.8003451	2	0.00360422332102644	0.4	0.5	0.02	1.803	10.265
"35"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	4.84852372156798	0.38547819128484	4.09299120503557	5.60405623810039	-1.26368338257509	0.0944864209891937	-1.44887560626527	-1.07849115888492	0.048723888366721	0.0338721753050723	-0.0176651588667138	0.115112935600156	0.0357360283124725	0.00605719902762568	0.0238639926747986	0.0476080639501464	3603	340.45240077713	2411.6	47.25	0.675790494447121	0.0174837	1.6	0.01374	11.222	9.733	1.127	1.895	141.615	0.105	1e+05	63	"19-Sep-2024 05:00:00"	-0.285747502851278	0.0174837423571934	1.12712445489297	11.221655410717	9.73280869013037	0.215342520938571	8.43311970110652	102875.104181635	2	0.013741314767203	0.4	0.5	0.02	1.127	3.71
"36"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	0.0465731841250119	0.0181825924425442	0.0109355264422	0.0822108418078238	-0.00222124583478824	0.00169482741655144	-0.00554308673802377	0.00110059506844729	0.00144402823525965	0.0012929559712273	-0.00109014957503607	0.00397820604555537	0.00294951883045423	0.00146763080776512	7.29804876873378e-05	0.00582605717322113	86	28.9755813953488	36.3	14.14	0.0318407854369573	0.019577	1.4	8.311e-05	4.713	4.24	2.205	1.895	345.685	0.105	1e+05	68	"19-Sep-2024 05:30:00"	-0.460336487722873	0.0195770110594704	2.20519558382724	4.71284598641155	4.24017484274652	0.491118460591397	8.43971764958482	102861.190237618	2	8.31117329315575e-05	0.4	0.5	0.02	2.205	17.879
"37"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	17.14767037462	0.276673592559121	16.605393534139	17.6899472151009	-1.92553966957147	0.0490906819529459	-2.02175680276538	-1.82932253637756	0.131500887046056	0.0377353541101251	0.0575400568417929	0.205461717250319	0.517605221939781	0.017174480675702	0.48394345092804	0.551266992951522	41670	58.7755483561315	290.9	21.95	4.29021767883921	0.0476352	30.4	0.08931	3.445	2.793	1.254	1.895	337.952	0.105	1e+05	71	"19-Sep-2024 06:00:00"	-0.307356684028593	0.0476352036650829	1.25381136862745	3.44477330110378	2.79312168295204	0.363791688620733	8.90033474151517	102841.78719748	2	0.0893123112613854	0.4	0.5	0.02	1.254	4.431
"38"	"PTRMS"	"Plot1"	"1.500"	731.834716796875	17.9521067339134	0.244005583214223	17.4738587901858	18.430354677641	-1.81803853008096	0.0574300951189599	-1.93060081057029	-1.70547624959163	0.87085094626302	0.0492010173801021	0.774417556988151	0.967284335537889	0.546108443007694	0.0206986996771749	0.50553924607357	0.586677639941818	58584	58.0992335791342	355.1	30.4	4.96606332274918	0.0639014	14.2	0.2173	3.674	3.542	1.269	1.895	71.234	0.105	1e+05	76	"19-Sep-2024 06:30:00"	-1.598041264298	0.0639014249654961	1.26855632416085	3.67424875922026	3.54239986378203	0.34594783911263	9.38547697251005	102850.142806141	2	0.217319969181936	0.4	0.5	0.02	1.269	4.531
