"elapsed.time","NH3.bg","valve","NH3.DFC","date.time","days","treatment","group","NH3_corr","date.time.weather","date","time","temp","air.temp.K","air.flow","dfc.area","n","NH3.flux","cum.treat","cum.emis"
89,29.2923144593333,"11",37.455599925,2024-09-22,3.70833333333333,"2.9","Medium acid",8.16328546566667,2024-09-22 05:00:00,2024-09-22,0,12.4,285.55,2280,0.38465,3.48389770988181e-10,0.028924797847613,5.35547305864022,5.35547305864022
89,29.2923144593333,"17",42.587199973,2024-09-22 01:00:00,3.70833333333333,"2.9","Medium acid",13.2948855136667,2024-09-22 06:00:00,2024-09-22,1,11,284.15,2280,0.38465,5.70189896349995e-10,0.047339585889376,9.11031189556646,9.11031189556646
89,29.2923144593333,"4",18.768184194,2024-09-21 23:00:00,3.70833333333333,"2.9","Medium acid",-10.5241302653333,2024-09-22 04:00:00,2024-09-21,23,12.7,285.85,2280,0.38465,-4.48673680700304e-10,-0.0372507937790201,-3.21834987923874,-3.21834987923874
91,36.3392448873333,"11",45.343288511,2024-09-22 03:00:00,3.79166666666667,"2.9","Medium acid",9.00404362366666,2024-09-22 08:00:00,2024-09-22,3,10.9,284.05,2280,0.38465,3.86300591206662e-10,0.0320723150894266,5.41647017157726,5.41647017157726
91,36.3392448873333,"17",71.423965625,2024-09-22 03:00:00,3.79166666666667,"2.9","Medium acid",35.0847207376667,2024-09-22 08:00:00,2024-09-22,3,10.9,284.05,2280,0.38465,1.50524019315691e-09,0.124971431209565,9.2826229126654,9.2826229126654
91,36.3392448873333,"4",17.740835636,2024-09-22 02:00:00,3.79166666666667,"2.9","Medium acid",-18.5984092513333,2024-09-22 07:00:00,2024-09-22,2,10.8,283.95,2280,0.38465,-7.98208784364268e-10,-0.0662706820077925,-3.32187135502556,-3.32187135502556
94,69.8679891436667,"11",107.63427444,2024-09-22 05:00:00,3.91666666666667,"2.9","Medium acid",37.7662852963333,2024-09-22 10:00:00,2024-09-22,5,9.7,282.85,2280,0.38465,1.62716150955836e-09,0.135093856504154,5.66721942896763,5.66721942896763
94,69.8679891436667,"17",122.49976182,2024-09-22 06:00:00,3.91666666666667,"2.9","Medium acid",52.6317726763333,2024-09-22 11:00:00,2024-09-22,6,9.4,282.55,2280,0.38465,2.27004915797848e-09,0.188469118402731,9.75278373708385,9.75278373708385
94,69.8679891436667,"4",95.899387546,2024-09-22 04:00:00,3.91666666666667,"2.9","Medium acid",26.0313984023333,2024-09-22 09:00:00,2024-09-22,4,10.8,283.95,2280,0.38465,1.11721871441983e-09,0.0927562407314763,-3.28214301694003,-3.28214301694003
96,82.3232452366667,"11",137.02388859,2024-09-22 08:00:00,4,"2.9","Medium acid",54.7006433533333,2024-09-22 13:00:00,2024-09-22,8,11.9,285.05,2280,0.38465,2.33858933557931e-09,0.19415961492885,5.99647290040063,5.99647290040063
96,82.3232452366667,"17",152.67152179,2024-09-22 08:00:00,4,"2.9","Medium acid",70.3482765533333,2024-09-22 13:00:00,2024-09-22,8,11.9,285.05,2280,0.38465,3.00756479702326e-09,0.249700797818333,10.1909536533049,10.1909536533049
96,82.3232452366667,"4",84.206461794,2024-09-22 07:00:00,4,"2.9","Medium acid",1.88321655733334,2024-09-22 12:00:00,2024-09-22,7,9.8,282.95,2280,0.38465,8.11097647080191e-11,0.0067340770109077,-3.18265269919765,-3.18265269919765
99,71.6224964273333,"11",112.40753557,2024-09-22 10:00:00,4.125,"2.9","Medium acid",40.7850391426667,2024-09-22 15:00:00,2024-09-22,10,15.6,288.75,2280,0.38465,1.72131941211366e-09,0.142911245313941,6.50207919076482,6.50207919076482
99,71.6224964273333,"17",120.2583218,2024-09-22 11:00:00,4.125,"2.9","Medium acid",48.6358253726667,2024-09-22 16:00:00,2024-09-22,11,15.6,288.75,2280,0.38465,2.05265931081481e-09,0.170420490380452,10.8211355856031,10.8211355856031
99,71.6224964273333,"4",74.97662704,2024-09-22 09:00:00,4.125,"2.9","Medium acid",3.35413061266667,2024-09-22 14:00:00,2024-09-22,9,14.5,287.65,2280,0.38465,1.42101338267512e-10,0.0117978563825357,-3.15485479910748,-3.15485479910748
101,41.9963138923333,"11",64.052297136,2024-09-22 13:00:00,4.20833333333333,"2.9","Medium acid",22.0559832436667,2024-09-22 18:00:00,2024-09-22,13,19.4,292.55,2280,0.38465,9.18774422901782e-10,0.0762805531706984,6.72127098924946,6.72127098924946
101,41.9963138923333,"17",65.398094783,2024-09-22 14:00:00,4.20833333333333,"2.9","Medium acid",23.4017808906667,2024-09-22 19:00:00,2024-09-22,14,19.5,292.65,2280,0.38465,9.74502497038909e-10,0.0809073344745268,11.0724634104581,11.0724634104581
101,41.9963138923333,"4",46.547548873,2024-09-22 12:00:00,4.20833333333333,"2.9","Medium acid",4.55123498066666,2024-09-22 17:00:00,2024-09-22,12,18.5,291.65,2280,0.38465,1.9017343629781e-10,0.0157890060471571,-3.12726793667779,-3.12726793667779
104,29.8830649266667,"11",42.878662369,2024-09-22 15:00:00,4.33333333333333,"2.9","Medium acid",12.9955974423333,2024-09-22 20:00:00,2024-09-22,15,19.4,292.55,2280,0.38465,5.41350725942913e-10,0.0449452355278494,6.90310967229728,6.90310967229728
104,29.8830649266667,"17",48.261213759,2024-09-22 16:00:00,4.33333333333333,"2.9","Medium acid",18.3781488323333,2024-09-22 21:00:00,2024-09-22,16,18.6,291.75,2280,0.38465,7.67668067105348e-10,0.0637350620028488,11.2894270051741,11.2894270051741
104,29.8830649266667,"4",21.722377415,2024-09-22 14:00:00,4.33333333333333,"2.9","Medium acid",-8.16068751166667,2024-09-22 19:00:00,2024-09-22,14,19.5,292.65,2280,0.38465,-3.39829280294011e-10,-0.0282140695673225,-3.14590553195804,-3.14590553195804
106,33.614621523,"11",39.461786877,2024-09-22 18:00:00,4.41666666666667,"2.9","Medium acid",5.847165354,2024-09-22 23:00:00,2024-09-22,18,15.5,288.65,2280,0.38465,2.4686322012932e-10,0.0204956325726728,6.9685505403978,6.9685505403978
106,33.614621523,"17",46.68804405,2024-09-22 19:00:00,4.41666666666667,"2.9","Medium acid",13.073422527,2024-09-23,2024-09-22,19,13.9,287.05,2280,0.38465,5.55027270837207e-10,0.0460807203476224,11.3992427875246,11.3992427875246
106,33.614621523,"4",18.202320353,2024-09-22 17:00:00,4.41666666666667,"2.9","Medium acid",-15.41230117,2024-09-22 22:00:00,2024-09-22,17,17.3,290.45,2280,0.38465,-6.4666399669313e-10,-0.0536887903643785,-3.22780839188974,-3.22780839188974
109,28.9605600923333,"11",37.35658839,2024-09-22 20:00:00,4.54166666666667,"2.9","Medium acid",8.39602829766666,2024-09-23 01:00:00,2024-09-22,20,12.7,285.85,2280,0.38465,3.57946625954149e-10,0.029718248519731,7.04387136203641,7.04387136203641
109,28.9605600923333,"17",43.010464494,2024-09-22 21:00:00,4.54166666666667,"2.9","Medium acid",14.0499044016667,2024-09-23 02:00:00,2024-09-22,21,11.8,284.95,2280,0.38465,6.00879356518372e-10,0.0498875551621386,11.5431952007892,11.5431952007892
109,28.9605600923333,"4",19.980203008,2024-09-22 19:00:00,4.54166666666667,"2.9","Medium acid",-8.98035708433333,2024-09-23,2024-09-22,19,13.9,287.05,2280,0.38465,-3.81257706110787e-10,-0.0316536333596123,-3.35582202747573,-3.35582202747573
111,26.4689973303333,"11",32.970366591,2024-09-22 23:00:00,4.625,"2.9","Medium acid",6.50136926066667,2024-09-23 04:00:00,2024-09-22,23,11.2,284.35,2280,0.38465,2.78634043171854e-10,0.0231333811820852,7.09672299173823,7.09672299173823
111,26.4689973303333,"17",39.448192456,2024-09-23,4.625,"2.9","Medium acid",12.9791951256667,2024-09-23 05:00:00,2024-09-23,0,10.5,283.65,2280,0.38465,5.57631822292855e-10,0.0462969612668797,11.6393797172183,11.6393797172183
111,26.4689973303333,"4",19.029683077,2024-09-22 22:00:00,4.625,"2.9","Medium acid",-7.43931425333333,2024-09-23 03:00:00,2024-09-22,22,11.8,284.95,2280,0.38465,-3.18160909404524e-10,-0.0264150694247874,-3.41389073026013,-3.41389073026013
114,27.6906209786667,"11",39.318402106,2024-09-23 01:00:00,4.75,"2.9","Medium acid",11.6277811273333,2024-09-23 06:00:00,2024-09-23,1,9.6,282.75,2280,0.38465,5.0116047329665e-10,0.0416084701287382,7.19383576870446,7.19383576870446
114,27.6906209786667,"17",50.163050851,2024-09-23 02:00:00,4.75,"2.9","Medium acid",22.4724298723333,2024-09-23 07:00:00,2024-09-23,2,9.1,282.25,2280,0.38465,9.70283529253602e-10,0.0805570578577092,11.8296607459051,11.8296607459051
114,27.6906209786667,"4",19.269997219,2024-09-23,4.75,"2.9","Medium acid",-8.42062375966667,2024-09-23 05:00:00,2024-09-23,0,10.5,283.65,2280,0.38465,-3.61779580820059e-10,-0.030036476705194,-3.4985680494551,-3.4985680494551
116,35.8954669886667,"11",52.295858663,2024-09-23 04:00:00,4.83333333333333,"2.9","Medium acid",16.4003916743333,2024-09-23 09:00:00,2024-09-23,4,7.5,280.65,2280,0.38465,7.12150444034324e-10,0.059125753239981,7.29456999207318,7.29456999207318
116,35.8954669886667,"17",68.602678969,2024-09-23 05:00:00,4.83333333333333,"2.9","Medium acid",32.7072119803333,2024-09-23 10:00:00,2024-09-23,5,8.1,281.25,2280,0.38465,1.41720791946002e-09,0.117662618113457,12.0278804218763,12.0278804218763
116,35.8954669886667,"4",30.914744058,2024-09-23 03:00:00,4.83333333333333,"2.9","Medium acid",-4.98072293066667,2024-09-23 08:00:00,2024-09-23,3,8.1,281.25,2280,0.38465,-2.15815398335428e-10,-0.0179179105963651,-3.54652243675666,-3.54652243675666
119,60.2984746513333,"11",101.97157287,2024-09-23 06:00:00,4.95833333333333,"2.9","Medium acid",41.6730982186667,2024-09-23 11:00:00,2024-09-23,6,9.6,282.75,2280,0.38465,1.79612166743583e-09,0.149121646117622,7.60694109110958,7.60694109110958
119,60.2984746513333,"17",121.92738774,2024-09-23 07:00:00,4.95833333333333,"2.9","Medium acid",61.6289130886667,2024-09-23 12:00:00,2024-09-23,7,11.3,284.45,2280,0.38465,2.64034784967507e-09,0.21921288786008,12.5331936808366,12.5331936808366
119,60.2984746513333,"4",58.490595403,2024-09-23 06:00:00,4.95833333333333,"2.9","Medium acid",-1.80787924833334,2024-09-23 11:00:00,2024-09-23,6,9.6,282.75,2280,0.38465,-7.79200786320368e-11,-0.00646925573132925,-3.5831031862482,-3.5831031862482
122,63.3797920303333,"11",80.166848194,2024-09-23 09:00:00,5.08333333333333,"2.9","Medium acid",16.7870561636667,2024-09-23 14:00:00,2024-09-23,9,12.4,285.55,2280,0.38465,7.16431965661749e-10,0.0594812233423384,7.91984539529953,7.91984539529953
122,63.3797920303333,"17",92.868028319,2024-09-23 10:00:00,5.08333333333333,"2.9","Medium acid",29.4882362886667,2024-09-23 15:00:00,2024-09-23,10,12.7,285.85,2280,0.38465,1.25716759289631e-09,0.10437539076407,13.0185760987728,13.0185760987728
122,63.3797920303333,"4",76.444065043,2024-09-23 08:00:00,5.08333333333333,"2.9","Medium acid",13.0642730126667,2024-09-23 13:00:00,2024-09-23,8,12,285.15,2280,0.38465,5.58334478756648e-10,0.0463552987895741,-3.52327412166083,-3.52327412166083
124,44.1623781996667,"11",62.654938905,2024-09-23 12:00:00,5.16666666666667,"2.9","Medium acid",18.4925607053333,2024-09-23 17:00:00,2024-09-23,12,15.2,288.35,2280,0.38465,7.8155522931109e-10,0.0648880331659767,8.04421465180784,8.04421465180784
124,44.1623781996667,"17",71.476412688,2024-09-23 12:00:00,5.16666666666667,"2.9","Medium acid",27.3140344883333,2024-09-23 17:00:00,2024-09-23,12,15.2,288.35,2280,0.38465,1.15437914889654e-09,0.0958414577633075,13.2187929473002,13.2187929473002
124,44.1623781996667,"4",57.499336693,2024-09-23 11:00:00,5.16666666666667,"2.9","Medium acid",13.3369584933333,2024-09-23 16:00:00,2024-09-23,11,13.5,286.65,2280,0.38465,5.6700570606939e-10,0.0470752208940617,-3.4298436019772,-3.4298436019772
127,32.1301352516667,"11",45.330424695,2024-09-23 14:00:00,5.29166666666667,"2.9","Medium acid",13.2002894433333,2024-09-23 19:00:00,2024-09-23,14,18.4,291.55,2280,0.38465,5.51763520924585e-10,0.0458097499738942,8.21026132651765,8.21026132651765
127,32.1301352516667,"17",54.680203145,2024-09-23 15:00:00,5.29166666666667,"2.9","Medium acid",22.5500678933333,2024-09-23 20:00:00,2024-09-23,15,18.3,291.45,2280,0.38465,9.42901594375941e-10,0.078283693376409,13.4799806740098,13.4799806740098
127,32.1301352516667,"4",31.188085545,2024-09-23 13:00:00,5.29166666666667,"2.9","Medium acid",-0.942049706666666,2024-09-23 18:00:00,2024-09-23,13,17.5,290.65,2280,0.38465,-3.94989969680797e-11,-0.00327937441803922,-3.36414983226316,-3.36414983226316
129,29.098027068,"11",41.182815224,2024-09-23 17:00:00,5.375,"2.9","Medium acid",12.084788156,2024-09-23 22:00:00,2024-09-23,17,17.3,290.45,2280,0.38465,5.07049357649475e-10,0.0420973903084849,8.29816846680002,8.29816846680002
129,29.098027068,"17",52.16450632,2024-09-23 17:00:00,5.375,"2.9","Medium acid",23.066479252,2024-09-23 22:00:00,2024-09-23,17,17.3,290.45,2280,0.38465,9.678153507519e-10,0.0803521392000487,13.6386165065863,13.6386165065863
129,29.098027068,"4",25.125184672,2024-09-23 16:00:00,5.375,"2.9","Medium acid",-3.972842396,2024-09-23 21:00:00,2024-09-23,16,18.1,291.25,2280,0.38465,-1.66233281746533e-10,-0.0138013927803491,-3.38123059946155,-3.38123059946155
132,28.0142294013333,"11",40.498189298,2024-09-23 19:00:00,5.5,"2.9","Medium acid",12.4839598966667,2024-09-24,2024-09-23,19,15.3,288.45,2280,0.38465,5.27429476448902e-10,0.0437894342933347,8.42699870370275,8.42699870370275
132,28.0142294013333,"17",52.089277969,2024-09-23 20:00:00,5.5,"2.9","Medium acid",24.0750485676667,2024-09-24 01:00:00,2024-09-23,20,15,288.15,2280,0.38465,1.01819538434135e-09,0.0845349034729421,13.8859470705957,13.8859470705957
132,28.0142294013333,"4",23.533142327,2024-09-23 18:00:00,5.5,"2.9","Medium acid",-4.48108707433333,2024-09-23 23:00:00,2024-09-23,18,16.1,289.25,2280,0.38465,-1.88795914201201e-10,-0.0156746383145396,-3.42544464610388,-3.42544464610388
134,27.071605011,"11",40.393995227,2024-09-23 22:00:00,5.58333333333333,"2.9","Medium acid",13.322390216,2024-09-24 03:00:00,2024-09-23,22,15,288.15,2280,0.38465,5.63437958939091e-10,0.0467790113807268,8.51756714937682,8.51756714937682
134,27.071605011,"17",50.385945132,2024-09-23 22:00:00,5.58333333333333,"2.9","Medium acid",23.314340121,2024-09-24 03:00:00,2024-09-23,22,15,288.15,2280,0.38465,9.86023078352084e-10,0.0818638220448289,14.0523457961135,14.0523457961135
134,27.071605011,"4",21.270006643,2024-09-23 21:00:00,5.58333333333333,"2.9","Medium acid",-5.801598368,2024-09-24 02:00:00,2024-09-23,21,15,288.15,2280,0.38465,-2.45364434613577e-10,-0.0203711970361849,-3.46149048145461,-3.46149048145461
0,151.518024471333,"13",128.5029879,2024-09-18 08:00:00,0,"5.7","High acid",-23.0150365713333,2024-09-18 13:00:00,2024-09-18,8,10.7,283.85,2280,0.38465,-9.88110118814993e-10,-0.0820370970044185,0,0
0,151.518024471333,"19",105.14596199,2024-09-18 09:00:00,0,"5.7","High acid",-46.3720624813333,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,-1.97628187414682e-09,-0.164079311334138,0,0
0,151.518024471333,"7",106.17574274,2024-09-18 07:00:00,0,"5.7","High acid",-45.3422817313333,2024-09-18 12:00:00,2024-09-18,7,9.2,282.35,2280,0.38465,-1.95703302731717e-09,-0.162481190350941,0,0
3,115.906389603333,"13",142.1292318,2024-09-18 10:00:00,0.125,"5.7","High acid",26.2228421966667,2024-09-18 15:00:00,2024-09-18,10,15.4,288.55,2280,0.38465,1.10749368569706e-09,0.0919488275601014,0.0148675958335243,0.0148675958335243
3,115.906389603333,"19",117.07327758,2024-09-18 11:00:00,0.125,"5.7","High acid",1.16688797666666,2024-09-18 16:00:00,2024-09-18,11,17.7,290.85,2280,0.38465,4.88925482293722e-11,0.00405926692330252,-0.240030066616253,-0.240030066616253
3,115.906389603333,"7",118.23347612,2024-09-18 09:00:00,0.125,"5.7","High acid",2.32708651666667,2024-09-18 14:00:00,2024-09-18,9,12.8,285.95,2280,0.38465,9.91756384420271e-11,0.00823398254548901,-0.231370811708178,-0.231370811708178
5,67.7758860843333,"13",87.58757451,2024-09-18 13:00:00,0.208333333333333,"5.7","High acid",19.8116884256667,2024-09-18 18:00:00,2024-09-18,13,19.7,292.85,2280,0.38465,8.24439586708278e-10,0.0684484745791103,0.175264897972736,0.175264897972736
5,67.7758860843333,"19",70.7129284,2024-09-18 14:00:00,0.208333333333333,"5.7","High acid",2.93704231566666,2024-09-18 19:00:00,2024-09-18,14,20,293.15,2280,0.38465,1.22096406225741e-10,0.010136961995131,-0.225833837697819,-0.225833837697819
5,67.7758860843333,"7",68.406434137,2024-09-18 12:00:00,0.208333333333333,"5.7","High acid",0.630548052666668,2024-09-18 17:00:00,2024-09-18,12,18.8,291.95,2280,0.38465,2.63203878826423e-11,0.00218523034306314,-0.220951598819626,-0.220951598819626
8,46.730156557,"13",59.741805679,2024-09-18 15:00:00,0.333333333333333,"5.7","High acid",13.011649122,2024-09-18 20:00:00,2024-09-18,15,19.9,293.05,2280,0.38465,5.41094592331598e-10,0.0449239702280438,0.345323565183467,0.345323565183467
8,46.730156557,"19",53.509404306,2024-09-18 16:00:00,0.333333333333333,"5.7","High acid",6.779247749,2024-09-18 21:00:00,2024-09-18,16,19.6,292.75,2280,0.38465,2.82206607389617e-10,0.023429990630472,-0.175483408759415,-0.175483408759415
8,46.730156557,"7",35.602964041,2024-09-18 15:00:00,0.333333333333333,"5.7","High acid",-11.127192516,2024-09-18 20:00:00,2024-09-18,15,19.9,293.05,2280,0.38465,-4.6272871653603e-10,-0.038417702523603,-0.275300307090436,-0.275300307090436
10,56.1161316126667,"13",50.208457989,2024-09-18 18:00:00,0.416666666666667,"5.7","High acid",-5.90767362366666,2024-09-18 23:00:00,2024-09-18,18,17,290.15,2280,0.38465,-2.48128411519665e-10,-0.0206006741331654,0.369646861278346,0.369646861278346
10,56.1161316126667,"19",45.478193214,2024-09-18 19:00:00,0.416666666666667,"5.7","High acid",-10.6379383986667,2024-09-19,2024-09-18,19,15.3,288.45,2280,0.38465,-4.49437704586231e-10,-0.0373142262856305,-0.189367644414573,-0.189367644414573
10,56.1161316126667,"7",28.686012629,2024-09-18 17:00:00,0.416666666666667,"5.7","High acid",-27.4301189836667,2024-09-18 22:00:00,2024-09-18,17,18.6,291.75,2280,0.38465,-1.14577516009743e-09,-0.0951271180856768,-0.408845127699715,-0.408845127699715
13,37.742122736,"13",46.970808999,2024-09-18 20:00:00,0.541666666666667,"5.7","High acid",9.228686263,2024-09-19 01:00:00,2024-09-18,20,14.2,287.35,2280,0.38465,3.9139138000071e-10,0.0324949739876344,0.387488311060049,0.387488311060049
13,37.742122736,"19",45.153101425,2024-09-18 21:00:00,0.541666666666667,"5.7","High acid",7.410978689,2024-09-19 02:00:00,2024-09-18,21,13.5,286.65,2280,0.38465,3.15069377048906e-10,0.0261583972837771,-0.206101387917353,-0.206101387917353
13,37.742122736,"7",25.266160536,2024-09-18 20:00:00,0.541666666666667,"5.7","High acid",-12.4759622,2024-09-19 01:00:00,2024-09-18,20,14.2,287.35,2280,0.38465,-5.29109336165402e-10,-0.043928903378705,-0.617429159896288,-0.617429159896288
15,34.7120482876667,"13",45.462754534,2024-09-18 23:00:00,0.625,"5.7","High acid",10.7507062463333,2024-09-19 04:00:00,2024-09-18,23,11.9,285.05,2280,0.38465,4.59619584640387e-10,0.0381595691940625,0.458142854241746,0.458142854241746
15,34.7120482876667,"19",43.429522757,2024-09-19,0.625,"5.7","High acid",8.71747446933333,2024-09-19 05:00:00,2024-09-19,0,12.2,285.35,2280,0.38465,3.72302011984741e-10,0.0309100936126037,-0.149032897020972,-0.149032897020972
15,34.7120482876667,"7",25.150974784,2024-09-18 22:00:00,0.625,"5.7","High acid",-9.56107350366667,2024-09-19 03:00:00,2024-09-18,22,12.9,286.05,2280,0.38465,-4.07330828776423e-10,-0.0338183346946154,-0.695176397969609,-0.695176397969609
18,35.077111938,"13",49.02866743,2024-09-19 01:00:00,0.75,"5.7","High acid",13.951555492,2024-09-19 06:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,5.98774551025733e-10,0.0497128052743607,0.589951415944381,0.589951415944381
18,35.077111938,"19",50.832947711,2024-09-19 02:00:00,0.75,"5.7","High acid",15.755835773,2024-09-19 07:00:00,2024-09-19,2,10.2,283.35,2280,0.38465,6.77642762730542e-10,0.0562607790386127,-0.0182765880441476,-0.0182765880441476
18,35.077111938,"7",25.424521694,2024-09-19 01:00:00,0.75,"5.7","High acid",-9.652590244,2024-09-19 06:00:00,2024-09-19,1,10.8,283.95,2280,0.38465,-4.14271039017881e-10,-0.0343945404129541,-0.797495710630963,-0.797495710630963
20,63.673471939,"13",109.50100202,2024-09-19 04:00:00,0.833333333333333,"5.7","High acid",45.827530081,2024-09-19 09:00:00,2024-09-19,4,9.7,282.85,2280,0.38465,1.97448047751656e-09,0.163929751738212,0.803593972956953,0.803593972956953
20,63.673471939,"19",118.99873268,2024-09-19 05:00:00,0.833333333333333,"5.7","High acid",55.325260741,2024-09-19 10:00:00,2024-09-19,5,10,283.15,2280,0.38465,2.38116493979833e-09,0.197694422342346,0.235678613336811,0.235678613336811
20,63.673471939,"7",47.75127394,2024-09-19 03:00:00,0.833333333333333,"5.7","High acid",-15.922197999,2024-09-19 08:00:00,2024-09-19,3,9.5,282.65,2280,0.38465,-6.86493779634722e-10,-0.0569956280382634,-0.88888587908218,-0.88888587908218
23,100.360761508333,"13",164.33452556,2024-09-19 07:00:00,0.958333333333333,"5.7","High acid",63.9737640516667,2024-09-19 12:00:00,2024-09-19,7,11.1,284.25,2280,0.38465,2.74273599952134e-09,0.227713586740803,1.39105898067548,1.39105898067548
23,100.360761508333,"19",163.0992442,2024-09-19 07:00:00,0.958333333333333,"5.7","High acid",62.7384826916667,2024-09-19 12:00:00,2024-09-19,7,11.1,284.25,2280,0.38465,2.68977599777948e-09,0.223316622558854,0.867195180688609,0.867195180688609
23,100.360761508333,"7",102.33440468,2024-09-19 06:00:00,0.958333333333333,"5.7","High acid",1.97364317166668,2024-09-19 11:00:00,2024-09-19,6,10.2,283.35,2280,0.38465,8.48844219222161e-11,0.00704746507782769,-0.963808123522834,-0.963808123522834
25,115.501356475667,"13",190.73822979,2024-09-19 09:00:00,1.04166666666667,"5.7","High acid",75.2368733143333,2024-09-19 14:00:00,2024-09-19,9,14.6,287.75,2280,0.38465,3.18638304550422e-09,0.264547047965418,1.8833196153817,1.8833196153817
25,115.501356475667,"19",163.11302658,2024-09-19 10:00:00,1.04166666666667,"5.7","High acid",47.6116701043333,2024-09-19 15:00:00,2024-09-19,10,16.7,289.85,2280,0.38465,2.00180922838172e-09,0.166198700657006,1.25671050390447,1.25671050390447
25,115.501356475667,"7",99.621763889,2024-09-19 08:00:00,1.04166666666667,"5.7","High acid",-15.8795925866667,2024-09-19 13:00:00,2024-09-19,8,12.9,286.05,2280,0.38465,-6.76518971063062e-10,-0.0561674770834132,-1.01292813552842,-1.01292813552842
28,76.76750531,"13",129.20543587,2024-09-19 12:00:00,1.16666666666667,"5.7","High acid",52.43793056,2024-09-19 17:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,2.18139652891705e-09,0.181108800770591,2.55180338848571,2.55180338848571
28,76.76750531,"19",98.87502596,2024-09-19 12:00:00,1.16666666666667,"5.7","High acid",22.10752065,2024-09-19 17:00:00,2024-09-19,12,19.8,292.95,2280,0.38465,9.19663844355798e-10,0.0763543967157765,1.62054014996364,1.62054014996364
28,76.76750531,"7",83.613402499,2024-09-19 11:00:00,1.16666666666667,"5.7","High acid",6.845897189,2024-09-19 16:00:00,2024-09-19,11,18.7,291.85,2280,0.38465,2.85859908909182e-10,0.023733303232418,-1.06157939630491,-1.06157939630491
30,44.5233549126667,"13",65.612856043,2024-09-19 14:00:00,1.25,"5.7","High acid",21.0895011303333,2024-09-19 19:00:00,2024-09-19,14,21,294.15,2280,0.38465,8.7373559738481e-10,0.0725412386676427,2.80545342792394,2.80545342792394
30,44.5233549126667,"19",58.690231478,2024-09-19 15:00:00,1.25,"5.7","High acid",14.1668765653333,2024-09-19 20:00:00,2024-09-19,15,21.1,294.25,2280,0.38465,5.86732593622469e-10,0.0487130308476001,1.74560757752702,1.74560757752702
30,44.5233549126667,"7",35.949841003,2024-09-19 13:00:00,1.25,"5.7","High acid",-8.57351390966667,2024-09-19 18:00:00,2024-09-19,13,20.5,293.65,2280,0.38465,-3.55804492712207e-10,-0.0295403995237341,-1.06738649259623,-1.06738649259623
33,35.8358431336667,"13",52.95627525,2024-09-19 17:00:00,1.375,"5.7","High acid",17.1204321163333,2024-09-19 22:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,7.14397765318275e-10,0.0593123353937926,3.0032337890161,3.0032337890161
33,35.8358431336667,"19",49.87712747,2024-09-19 17:00:00,1.375,"5.7","High acid",14.0412843363333,2024-09-19 22:00:00,2024-09-19,17,18.9,292.05,2280,0.38465,5.85911738904367e-10,0.048644880004032,1.89164444380447,1.89164444380447
33,35.8358431336667,"7",24.013105208,2024-09-19 16:00:00,1.375,"5.7","High acid",-11.8227379256667,2024-09-19 21:00:00,2024-09-19,16,20.5,293.65,2280,0.38465,-4.90648678527046e-10,-0.0407357363000039,-1.17280069633184,-1.17280069633184
35,33.754544017,"13",48.443548774,2024-09-19 19:00:00,1.45833333333333,"5.7","High acid",14.689004757,2024-09-20,2024-09-19,19,14.5,287.65,2280,0.38465,6.2231542978824e-10,0.0516672689700924,3.11421339337998,3.11421339337998
35,33.754544017,"19",47.85370371,2024-09-19 20:00:00,1.45833333333333,"5.7","High acid",14.099159693,2024-09-20 01:00:00,2024-09-19,20,13.6,286.75,2280,0.38465,5.99200792328237e-10,0.0497481936368671,1.99003751744537,1.99003751744537
35,33.754544017,"7",22.55832801,2024-09-19 18:00:00,1.45833333333333,"5.7","High acid",-11.196216007,2024-09-19 23:00:00,2024-09-19,18,16.6,289.75,2280,0.38465,-4.70901853646001e-10,-0.0390962710648555,-1.25263270369669,-1.25263270369669
38,33.8509197063333,"13",47.123482475,2024-09-19 22:00:00,1.58333333333333,"5.7","High acid",13.2725627686667,2024-09-20 03:00:00,2024-09-19,22,12.5,285.65,2280,0.38465,5.66243377109981e-10,0.0470119291074465,3.26223219049629,3.26223219049629
38,33.8509197063333,"19",48.314576776,2024-09-19 23:00:00,1.58333333333333,"5.7","High acid",14.4636570696667,2024-09-20 04:00:00,2024-09-19,23,12.5,285.65,2280,0.38465,6.1705867715489e-10,0.05123083104936,2.14150605447471,2.14150605447471
38,33.8509197063333,"7",21.163767293,2024-09-19 21:00:00,1.58333333333333,"5.7","High acid",-12.6871524133333,2024-09-20 02:00:00,2024-09-19,21,12.9,286.05,2280,0.38465,-5.40511304023966e-10,-0.0448755431564416,-1.37859042502864,-1.37859042502864
41,33.2533985476667,"13",50.838007393,2024-09-20,1.70833333333333,"5.7","High acid",17.5846088453333,2024-09-20 05:00:00,2024-09-20,0,12.4,285.55,2280,0.38465,7.50469633128541e-10,0.0623071749995547,3.42621084665679,3.42621084665679
41,33.2533985476667,"19",51.368521938,2024-09-20 01:00:00,1.70833333333333,"5.7","High acid",18.1151233903333,2024-09-20 06:00:00,2024-09-20,1,12,285.15,2280,0.38465,7.74195239639256e-10,0.0642769755771891,2.31476776441453,2.31476776441453
